qchr	qpos	direction	id	gid	gchr	gbeg	gend	qchr.g	marker	qpos.g	qleft.g	qright.g	LOD	ADD	Rsqure	type	type2	mid
5	50887630	-1	28260	Zm00001d047965	9	146540635	146546312	5	321	437.8	433.6	439.5	5.11	-1.16	0.03	trans	trans	trans-eQTL-B.hs29
5	50887630	-1	12122	Zm00001d049363	4	27918664	27925595	5	321	437.8	436.4	442.9	5.48	-0.18	0.02	trans	trans	trans-eQTL-B.hs29
5	61747706	-1	5317	Zm00001d002422	2	12314865	12318602	5	355	471.4	467.3	473.7	4.59	-2.84	0.12	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	6010	Zm00001d003491	2	45881348	45890062	5	355	471.4	470	476.6	5.33	-0.54	0.16	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	23899	Zm00001d008517	8	11273752	11279847	5	355	471.4	470	473.7	8.14	-0.64	0.1	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	23934	Zm00001d008596	8	13967313	13972823	5	355	471.4	469.5	475.2	4.22	-0.59	0.1	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	26115	Zm00001d012307	8	172160772	172166114	5	355	471.4	466.3	476.6	6.07	-0.7	0.15	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	16278	Zm00001d014752	5	61421025	61421855	5	355	471.4	467.3	475.2	7.52	-0.48	0.18	cis	cis	trans-eQTL-B.hs30
5	61747706	-1	16285	Zm00001d014757	5	61803047	61803691	5	355	471.4	470	473.7	17.61	-2.31	0.39	cis	cis	trans-eQTL-B.hs30
5	61747706	-1	16341	Zm00001d014814	5	64070549	64072356	5	355	471.4	470	473.3	4.39	-24.24	0.13	cis	cis	trans-eQTL-B.hs30
5	61747706	-1	16395	Zm00001d014899	5	67327232	67329517	5	355	471.4	470	473.7	8.48	-0.23	0.18	cis	cis	trans-eQTL-B.hs30
5	61747706	-1	16787	Zm00001d015557	5	97437119	97444093	5	355	471.4	465.3	473.7	6.98	-0.21	0.19	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	22523	Zm00001d021031	7	140949104	140954205	5	355	471.4	468.3	475.7	6.35	-0.84	0.1	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	23235	Zm00001d022071	7	169428759	169434059	5	355	471.4	467.3	474.7	6.48	-1.17	0.16	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	1881	Zm00001d030123	1	107336969	107338846	5	355	471.4	465.3	474.2	4.96	-0.14	0.16	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	1953	Zm00001d030290	1	119840788	119847803	5	355	471.4	470	476.6	5.9	-0.28	0.18	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	2095	Zm00001d030652	1	151023944	151029791	5	355	471.4	470	473.7	5.59	-0.75	0.12	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	3478	Zm00001d033028	1	247735252	247758020	5	355	471.4	468.3	476.6	4.41	-0.74	0.12	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	4350	Zm00001d034383	1	291472441	291480873	5	355	471.4	470	473.7	6.88	-0.37	0.1	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	4384	Zm00001d034423	1	292612409	292617099	5	355	471.4	469.5	476.6	4.37	-0.29	0.07	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	18964	Zm00001d035737	6	44300291	44304215	5	355	471.4	466.3	475.2	4.62	-0.26	0.13	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	19909	Zm00001d037519	6	127997696	128003597	5	355	471.4	465.3	475.2	4.48	-0.4	0.01	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	21068	Zm00001d039007	6	168671553	168674425	5	355	471.4	466.3	473.7	4.72	-0.68	0.11	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	9090	Zm00001d040342	3	39030992	39040579	5	355	471.4	470	472.8	4.19	-0.96	0.1	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	11299	Zm00001d044211	3	221916358	221923940	5	355	471.4	470	476.1	6.71	-0.7	0.1	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	12774	Zm00001d050753	4	120953532	120958594	5	355	471.4	465.2	473.7	4.94	-0.82	0.13	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	14306	Zm00001d053308	4	225414701	225429993	5	355	471.4	469.5	476.6	4.58	-0.93	0.12	trans	trans	trans-eQTL-B.hs30
5	61747706	-1	14758	Zm00001d053968	4	244419437	244425157	5	355	471.4	465.2	473.7	4.51	-1.01	0.13	trans	trans	trans-eQTL-B.hs30
5	65360779	-1	6510	Zm00001d004655	2	126652987	126654733	5	357	472.8	470.5	473.7	8.17	-1.21	0.23	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	6713	Zm00001d005099	2	158134866	158139401	5	357	472.8	466.3	476.6	5.3	-0.39	0.12	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	6751	Zm00001d005168	2	162092060	162124973	5	357	472.8	469.5	477.6	5.24	-1.73	0.15	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	25126	Zm00001d010790	8	127852075	127860775	5	357	472.8	465.2	476.6	5.36	-0.7	0.14	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	25621	Zm00001d011611	8	155860195	155866759	5	357	472.8	466.3	475.7	5.89	-0.49	0.15	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	16299	Zm00001d014771	5	62609231	62613757	5	357	472.8	471.4	473.7	19.29	-0.8	0.46	cis	cis	trans-eQTL-B.hs31
5	65360779	-1	16316	Zm00001d014787	5	63034224	63040734	5	357	472.8	470	473.7	8.39	-0.84	0.21	cis	cis	trans-eQTL-B.hs31
5	65360779	-1	16324	Zm00001d014792	5	63348326	63353481	5	357	472.8	469.5	477.1	5.34	-1.7	0.14	cis	cis	trans-eQTL-B.hs31
5	65360779	-1	16385	Zm00001d014885	5	67005734	67007272	5	357	472.8	471.4	473.7	46.14	-4.27	0.81	cis	cis	trans-eQTL-B.hs31
5	65360779	-1	16393	Zm00001d014897	5	67135128	67139444	5	357	472.8	470.5	473.7	18.16	-3.5	0.4	cis	cis	trans-eQTL-B.hs31
5	65360779	-1	16404	Zm00001d014906	5	67681040	67684923	5	357	472.8	471.4	473.7	31.79	-2.74	0.62	cis	cis	trans-eQTL-B.hs31
5	65360779	-1	16416	Zm00001d014919	5	68355566	68358555	5	357	472.8	470.5	473.7	10.75	-1.06	0.24	cis	cis	trans-eQTL-B.hs31
5	65360779	-1	16449	Zm00001d014961	5	70342381	70345801	5	357	472.8	471.4	473.7	8.49	-1.26	0.27	cis	cis	trans-eQTL-B.hs31
5	65360779	-1	23557	Zm00001d022428	7	177456153	177465116	5	357	472.8	469.5	474.2	7.63	-0.27	0.18	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	29977	Zm00001d025639	10	124749908	124758178	5	357	472.8	466.3	474.7	4.92	-0.8	0.15	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	30446	Zm00001d026295	10	143128213	143138549	5	357	472.8	465.3	475.2	4.42	-0.52	0.04	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	131	Zm00001d027415	1	4832874	4838381	5	357	472.8	469.5	474.7	5.65	-0.14	0.07	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	320	Zm00001d027683	1	11126731	11130713	5	357	472.8	470	476.6	5.16	-0.29	0.15	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	2975	Zm00001d032224	1	217877924	217882338	5	357	472.8	469.5	475.2	5.98	-0.49	0.13	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	19605	Zm00001d037098	6	112038762	112044232	5	357	472.8	470.5	475.7	6.94	-0.21	0.19	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	27100	Zm00001d045887	9	45732153	45749402	5	357	472.8	465.2	475.7	4.94	-0.32	0.06	trans	trans	trans-eQTL-B.hs31
5	65360779	-1	14826	Zm00001d054043	4	245469383	245473221	5	357	472.8	465.2	476.6	5.38	-1.52	0.1	trans	trans	trans-eQTL-B.hs31
6	15178672	-1	27674	Zm00001d000028	B73V4_ctg182	72804	74351	6	42	91.5	87.5	93.1	6.11	-0.11	0.17	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	5358	Zm00001d002491	2	13920511	13921731	6	42	91.5	87.5	98.1	4.28	-0.34	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	5634	Zm00001d002898	2	26127575	26129149	6	42	91.5	87.5	98.1	5.27	-0.15	0.14	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	5641	Zm00001d002928	2	26785403	26786596	6	42	91.5	87.5	96.6	5.39	-0.18	0.16	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	6592	Zm00001d004843	2	143855973	143857138	6	42	91.5	91	93.1	8.62	-7.09	0.26	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	7062	Zm00001d005822	2	189708364	189712407	6	42	91.5	84	96.6	4.55	-0.32	0.13	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	7542	Zm00001d006524	2	210495252	210495863	6	42	91.5	88.5	101.1	6.15	-0.27	0.14	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	8274	Zm00001d007788	2	239761543	239763163	6	42	91.5	88.5	101.1	9.72	-0.06	0.23	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	23676	Zm00001d008205	8	1077606	1080652	6	42	91.5	90.3	101.1	5.36	-0.2	0.08	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	23872	Zm00001d008452	8	8955934	8956431	6	42	91.5	85.7	96.6	4.86	-0.38	0.07	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	24137	Zm00001d008909	8	24852743	24855080	6	42	91.5	87.5	96.6	6.79	-0.17	0.18	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	2019	Zm00001d009372	8	60515209	60518305	6	42	91.5	88.5	96.6	6.43	-0.16	0.16	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	24331	Zm00001d009373	8	60723769	60726263	6	42	91.5	88.5	101.1	6.49	-2.57	0.19	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	24368	Zm00001d009425	8	63827245	63828434	6	42	91.5	91	100.1	5.85	-1.34	0.1	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	24642	Zm00001d009908	8	88820372	88824486	6	42	91.5	91	100.1	7.96	-1.09	0.23	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	25014	Zm00001d010578	8	120771225	120776089	6	42	91.5	88.5	95.2	7.39	-0.46	0.22	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	25100	Zm00001d010730	8	126238922	126239749	6	42	91.5	88.5	101.1	6.92	-0.44	0.19	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	25245	Zm00001d010976	8	135650671	135656323	6	42	91.5	88.5	96.6	5.07	-0.73	0.07	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	25530	Zm00001d011455	8	150935245	150937061	6	42	91.5	87.5	98.1	5.11	-0.14	0.14	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	25543	Zm00001d011477	8	151686903	151688979	6	42	91.5	84	96.6	4.57	-0.1	0.11	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	25709	Zm00001d011740	8	160440621	160442292	6	42	91.5	88.5	98.1	6.2	-0.12	0.16	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	26299	Zm00001d012578	8	176853051	176855156	6	42	91.5	88.5	96.6	4.48	-0.98	0.1	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	15314	Zm00001d013302	5	8065262	8071957	6	42	91.5	88.5	98.1	4.26	-1.02	0.09	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	15324	Zm00001d013319	5	8617116	8620509	6	42	91.5	87.5	96.6	5.49	-2.14	0.15	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	17655	Zm00001d017298	5	192055233	192063973	6	42	91.5	88.5	98.1	10.29	-0.49	0.31	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	17727	Zm00001d017454	5	196309360	196310577	6	42	91.5	91	93.1	6.47	-6.84	0.19	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	17891	Zm00001d017678	5	204090824	204092041	6	42	91.5	88.5	101.1	6.72	-0.35	0.21	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	17933	Zm00001d017746	5	205825586	205829216	6	42	91.5	84	96.6	6.06	-0.37	0.04	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	18152	Zm00001d018032	5	212488580	212492036	6	42	91.5	84	96.6	4.24	-0.6	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	18201	Zm00001d018111	5	214559308	214562494	6	42	91.5	90.3	101.1	5	-1.12	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	21246	Zm00001d018620	7	1225807	1226820	6	42	91.5	88.5	96.6	6.28	-0.57	0.18	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	22329	Zm00001d020755	7	131254670	131257545	6	42	91.5	88.5	96.6	6.48	-0.35	0.13	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	22417	Zm00001d020903	7	136132216	136133013	6	42	91.5	88.5	101.1	4.71	-0.42	0.14	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	22655	Zm00001d021310	7	148461116	148465035	6	42	91.5	90.3	100.1	7.02	-1.33	0.19	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	22991	Zm00001d021736	7	161769376	161772570	6	42	91.5	88.5	96.6	4.77	-0.95	0.14	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	23381	Zm00001d022251	7	173630340	173633616	6	42	91.5	91	102	5.64	-0.14	0.17	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	23386	Zm00001d022258	7	173807744	173812211	6	42	91.5	88.5	98.1	5.42	-1.35	0.15	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	29316	Zm00001d024281	10	61486928	61491037	6	42	91.5	88.5	96.6	4.97	-9.39	0.08	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	29481	Zm00001d024602	10	80081092	80085827	6	42	91.5	90.3	98.1	5.01	-0.41	0.09	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	29555	Zm00001d024778	10	87401369	87401545	6	42	91.5	87.5	98.1	4.58	-0.45	0.1	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	30720	Zm00001d026664	10	149609177	149610110	6	42	91.5	90.3	96.6	7.71	-0.33	0.21	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	434	Zm00001d027868	1	15763100	15768449	6	42	91.5	86.7	96.6	4.35	-0.68	0.05	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	440	Zm00001d027871	1	16007197	16010258	6	42	91.5	84	98.1	4.97	-0.56	0.11	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	488	Zm00001d027921	1	17697601	17709046	6	42	91.5	88.5	101.1	6.29	-0.25	0.18	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	756	Zm00001d028311	1	30090857	30092572	6	42	91.5	87.5	96.6	6.07	-0.13	0.18	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	943	Zm00001d028577	1	39677011	39677832	6	42	91.5	88.5	98.1	5.75	-0.57	0.15	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	1516	Zm00001d029444	1	70865328	70865549	6	42	91.5	87.5	96.6	5.28	-0.21	0.16	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	1768	Zm00001d029896	1	92897029	92898887	6	42	91.5	88.5	101.1	6.17	-0.99	0.19	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	1824	Zm00001d030009	1	98960515	98962408	6	42	91.5	87.5	93.1	4.2	-0.77	0.08	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	1968	Zm00001d030317	1	122082952	122084098	6	42	91.5	91	102	5.04	-1.47	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	1985	Zm00001d030348	1	124401613	124405459	6	42	91.5	90.3	96.6	6.53	-0.14	0.09	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	2576	Zm00001d031546	1	193839225	193839605	6	42	91.5	90.3	96.6	6.77	-0.33	0.2	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	2617	Zm00001d031619	1	196232433	196236937	6	42	91.5	88.5	100.1	6.08	-0.27	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	2642	Zm00001d031655	1	197545631	197549052	6	42	91.5	88.5	96.6	6.11	-1.01	0.18	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	2693	Zm00001d031737	1	200260170	200262141	6	42	91.5	88.5	96.6	7.69	-0.5	0.22	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	2804	Zm00001d031925	1	206932526	206934498	6	42	91.5	90.3	96.6	6.01	-0.09	0.17	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	3189	Zm00001d032536	1	229864724	229868112	6	42	91.5	90.3	98.1	5.35	-2.71	0.13	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	3486	Zm00001d033038	1	248252382	248253147	6	42	91.5	84.7	98.1	5.25	-0.35	0.14	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	3971	Zm00001d033836	1	275362864	275366267	6	42	91.5	87.5	100.1	5.46	-0.26	0.15	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	4148	Zm00001d034049	1	282394751	282399544	6	42	91.5	87.5	96.6	4.87	-2.3	0.13	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	4168	Zm00001d034072	1	283163311	283164753	6	42	91.5	87.5	98.1	6.06	-5.53	0.11	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	4619	Zm00001d034714	1	300523648	300526448	6	42	91.5	88.5	98.1	6.31	-0.63	0.2	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	4723	Zm00001d034833	1	303290870	303296987	6	42	91.5	90.3	96.6	6.36	-0.86	0.18	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	18856	Zm00001d035542	6	31728237	31733132	6	42	91.5	88.5	101.1	8.98	-0.1	0.22	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	19474	Zm00001d036781	6	100739537	100739752	6	42	91.5	91	100.1	5.46	-0.09	0.16	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	19567	Zm00001d036989	6	108445740	108450130	6	42	91.5	87.5	93.1	4.57	-0.9	0.14	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	20011	Zm00001d037677	6	133754895	133755200	6	42	91.5	90.3	96.6	6.06	-0.8	0.16	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	8529	Zm00001d039391	3	3171322	3172996	6	42	91.5	84	96.6	4.68	-0.38	0.11	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	8767	Zm00001d039726	3	13012899	13013782	6	42	91.5	90.3	98.1	4.99	-0.86	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	8810	Zm00001d039827	3	15992310	15992768	6	42	91.5	87.5	96.6	5.01	-0.17	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	9258	Zm00001d040705	3	59360005	59362184	6	42	91.5	84	96.6	4.2	-0.3	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	9352	Zm00001d041332	3	112492977	112493612	6	42	91.5	90.3	93.1	8.09	-1.12	0.24	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	9656	Zm00001d041712	3	134638681	134640014	6	42	91.5	84	96.6	4.5	-0.27	0.13	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	10070	Zm00001d042425	3	166836824	166837759	6	42	91.5	87.5	93.1	5.9	-0.41	0.19	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	10171	Zm00001d042580	3	172642954	172645804	6	42	91.5	88.5	96.6	5.25	-0.14	0.15	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	10247	Zm00001d042658	3	175714011	175716871	6	42	91.5	90.3	96.6	5.45	-1.19	0.16	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	10784	Zm00001d043420	3	199110559	199113757	6	42	91.5	88.5	96.6	5.34	-0.56	0.16	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	11384	Zm00001d044307	3	224907548	224912849	6	42	91.5	88.5	101.1	4.18	-0.69	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	11683	Zm00001d044704	3	235432404	235441497	6	42	91.5	84	96.6	6.1	-0.99	0.18	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	26704	Zm00001d045154	9	14550796	14559105	6	42	91.5	87.5	96.6	5.24	-0.35	0.1	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	26867	Zm00001d045418	9	21506796	21511508	6	42	91.5	84	96.6	4.32	-0.17	0.13	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	27194	Zm00001d046136	9	65971323	65974212	6	42	91.5	87.5	96.6	5.38	-1.58	0.14	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	27685	Zm00001d047096	9	118500651	118502119	6	42	91.5	88.5	101.1	5.49	-0.17	0.16	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	28102	Zm00001d047768	9	141355967	141356527	6	42	91.5	90.3	93.1	6.54	-0.34	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	28245	Zm00001d047942	9	145900630	145902898	6	42	91.5	91	93.1	6.95	-1.1	0.09	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	28567	Zm00001d048354	9	154871684	154872915	6	42	91.5	85.7	96.6	4.89	-0.86	0.13	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	12508	Zm00001d050082	4	64847021	64848362	6	42	91.5	88.5	96.6	6.94	-0.61	0.15	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	12551	Zm00001d050153	4	69519897	69526796	6	42	91.5	91	93.1	6.31	-0.91	0.17	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	12925	Zm00001d051110	4	143182686	143184776	6	42	91.5	88.5	96.6	7.77	-5	0.24	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	13652	Zm00001d052252	4	184794380	184795486	6	42	91.5	88.5	95.2	5.57	-0.12	0.11	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	13698	Zm00001d052326	4	187130986	187132071	6	42	91.5	85.7	98.1	4.35	-0.06	0.12	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	13944	Zm00001d052734	4	199304832	199310418	6	42	91.5	87.5	98.1	4.18	-0.55	0.11	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	13947	Zm00001d052741	4	199478963	199481434	6	42	91.5	87.5	93.1	5.69	-0.76	0.16	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	14266	Zm00001d053249	4	222232787	222233716	6	42	91.5	87.5	96.6	6.23	-0.33	0.17	trans	trans	trans-eQTL-B.hs32
6	15178672	-1	14376	Zm00001d053513	4	232561161	232562672	6	42	91.5	91	102	6.77	-0.09	0.18	trans	trans	trans-eQTL-B.hs32
7	299101	-1	5337	Zm00001d002446	2	12874323	12877241	7	6	0	0	2	4.39	-0.38	0.03	trans	trans	trans-eQTL-B.hs33
7	299101	-1	23795	Zm00001d008334	8	5578197	5580631	7	6	0	0	3.3	4.51	-0.23	0.12	trans	trans	trans-eQTL-B.hs33
7	299101	-1	24077	Zm00001d008808	8	21238766	21240538	7	6	0	0	2.7	4.19	-0.15	0.12	trans	trans	trans-eQTL-B.hs33
7	299101	-1	24489	Zm00001d009608	8	72951538	72953055	7	6	0	0	2.7	6.13	-0.37	0.17	trans	trans	trans-eQTL-B.hs33
7	299101	-1	25783	Zm00001d011839	8	162488291	162493316	7	6	0	0	2.7	4.2	-0.2	0.12	trans	trans	trans-eQTL-B.hs33
7	299101	-1	25791	Zm00001d011844	8	162574546	162574851	7	6	0	0	3.3	4.65	-0.49	0.12	trans	trans	trans-eQTL-B.hs33
7	299101	-1	25812	Zm00001d011881	8	163868830	163870179	7	6	0	0	3.3	4.36	-0.23	0.13	trans	trans	trans-eQTL-B.hs33
7	299101	-1	25960	Zm00001d012096	8	168215612	168217009	7	6	0	0	2	7.35	-0.05	0.2	trans	trans	trans-eQTL-B.hs33
7	299101	-1	26286	Zm00001d012562	8	176682155	176683237	7	6	2	2	3.3	5.43	-0.56	0.08	trans	trans	trans-eQTL-B.hs33
7	299101	-1	15006	Zm00001d012953	5	2330281	2333027	7	6	1	1	3.3	5.62	-0.3	0.17	trans	trans	trans-eQTL-B.hs33
7	299101	-1	15015	Zm00001d012962	5	2395497	2399273	7	6	2	2	3.3	5.79	-0.12	0.17	trans	trans	trans-eQTL-B.hs33
7	299101	-1	15381	Zm00001d013406	5	10497408	10501324	7	6	0	0	2.7	4.7	-0.11	0.09	trans	trans	trans-eQTL-B.hs33
7	299101	-1	15918	Zm00001d014146	5	34118096	34118983	7	6	0	0	3.3	5.59	-0.14	0.13	trans	trans	trans-eQTL-B.hs33
7	299101	-1	17578	Zm00001d017152	5	187133409	187134532	7	6	0	0	5.7	7.48	-0.09	0.2	trans	trans	trans-eQTL-B.hs33
7	299101	-1	17652	Zm00001d017282	5	191618363	191622011	7	6	0	0	2.7	4.5	-0.3	0.11	trans	trans	trans-eQTL-B.hs33
7	299101	-1	17974	Zm00001d017800	5	207118180	207122586	7	6	0	0	3.3	4.97	-0.12	0.11	trans	trans	trans-eQTL-B.hs33
7	299101	-1	21235	Zm00001d018598	7	413119	416228	7	6	0	0	3.3	4.51	-0.32	0.13	cis	cis	trans-eQTL-B.hs33
7	299101	-1	21524	Zm00001d019053	7	14299221	14301776	7	6	0	0	2	5.79	-0.05	0.17	trans	trans	trans-eQTL-B.hs33
7	299101	-1	23563	Zm00001d022516	7	179243833	179244627	7	6	0	0	2.7	5.76	-0.45	0.14	trans	trans	trans-eQTL-B.hs33
7	299101	-1	29173	Zm00001d023936	10	30082820	30083380	7	6	0	0	2.7	4.72	-0.39	0.07	trans	trans	trans-eQTL-B.hs33
7	299101	-1	29416	Zm00001d024497	10	74153903	74159100	7	6	0	0	2.7	5.82	-0.46	0.15	trans	trans	trans-eQTL-B.hs33
7	299101	-1	29620	Zm00001d024885	10	92330298	92332490	7	6	0	0	2.7	5.04	-1.65	0.05	trans	trans	trans-eQTL-B.hs33
7	299101	-1	29622	Zm00001d024886	10	92761097	92763080	7	6	0	0	3.3	4.75	-1.28	0.08	trans	trans	trans-eQTL-B.hs33
7	299101	-1	29825	Zm00001d025326	10	114247261	114255287	7	6	0	0	2.7	6.27	-0.1	0.15	trans	trans	trans-eQTL-B.hs33
7	299101	-1	30568	Zm00001d026476	10	146668145	146675537	7	6	1	1	3.3	4.32	-0.98	0.08	trans	trans	trans-eQTL-B.hs33
7	299101	-1	1823	Zm00001d030009	1	98960515	98962408	7	6	0	0	2.7	4.54	-0.8	0.09	trans	trans	trans-eQTL-B.hs33
7	299101	-1	2144	Zm00001d030748	1	158031934	158032197	7	6	0	0	3.3	4.42	-0.28	0.04	trans	trans	trans-eQTL-B.hs33
7	299101	-1	2374	Zm00001d031201	1	181968293	181971430	7	6	0	0	2.7	6.26	-0.14	0.18	trans	trans	trans-eQTL-B.hs33
7	299101	-1	2535	Zm00001d031484	1	191582403	191584575	7	6	0	0	2.7	5.32	-0.25	0.14	trans	trans	trans-eQTL-B.hs33
7	299101	-1	4178	Zm00001d034085	1	283651338	283654633	7	6	0	0	3.3	5.19	-0.14	0.12	trans	trans	trans-eQTL-B.hs33
7	299101	-1	4435	Zm00001d034497	1	294670633	294671503	7	6	0	0	3.3	6.04	-0.81	0.04	trans	trans	trans-eQTL-B.hs33
7	299101	-1	18802	Zm00001d035320	6	21080833	21082955	7	6	0	0	3.3	5.2	-0.18	0.13	trans	trans	trans-eQTL-B.hs33
