SampleID	Tissue	Genotype	Treatment	Replicate	inbred	total	passed	failed	pair	pair_bad	pair_dup	pair_map	pair_map_hq	pair_map_hq0	pair_map0	pair_orphan	pair_orphan_hq	pair_orphan_hq0	pair_orphan0	pair_unmap	unpair	unpair_bad	unpair_dup	unpair_map	unpair_map_hq	unpair_map_hq0	unpair_map0	unpair_unmap	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR8043238	leaf	LH85xPH207	E	1	FALSE	44278389	43461991	816398	43461991	0	0	42229525	39087522	17226771	18339787	0	0	0	0	1232466	0	0	0	0	0	0	0	0	36053204	9060606	2438076	596242	1232466
SRR8043239	leaf	PHG47xB73	E	1	FALSE	40006327	38936780	1069547	38936780	0	0	37837997	34741517	17583778	18348178	0	0	0	0	1098783	0	0	0	0	0	0	0	0	31529783	9010818	2565012	646722	1098783
SRR8043240	leaf	LH145xB73	S	1	FALSE	4726576	4707964	18612	0	0	0	0	0	0	0	0	0	0	0	0	4707964	0	0	207211	37175	22056	161158	4500753	17661	0	9031	10483	4500753
SRR8043241	leaf	LH123HTxMo17	I	1	FALSE	30012548	29004175	1008373	29004175	0	0	28312883	27344892	11629216	11905951	0	0	0	0	691292	0	0	0	0	0	0	0	0	25761204	2441204	1245124	338564	691292
SRR8043242	leaf	LH156xMo17	S	1	FALSE	4888847	4870897	17950	0	0	0	0	0	0	0	0	0	0	0	0	4870897	0	0	1326315	128105	84930	1161260	3544582	54073	0	30576	43456	3544582
SRR8043243	leaf	LH85xB73	S	1	FALSE	5236759	5215828	20931	0	0	0	0	0	0	0	0	0	0	0	0	5215828	0	0	366990	51397	29847	288017	4848838	25632	0	15460	10305	4848838
SRR8043244	leaf	DKFAPWxMo17	S	2	FALSE	5128314	5102690	25624	0	0	0	0	0	0	0	0	0	0	0	0	5102690	0	0	432499	65732	38590	346087	4670191	29140	0	20115	16477	4670191
SRR8043245	leaf	H99xMo17	S	2	FALSE	4173204	4155028	18176	0	0	0	0	0	0	0	0	0	0	0	0	4155028	0	0	428439	45112	25755	343961	3726589	19131	0	13750	12231	3726589
SRR8043246	leaf	Mo45xB73	I	1	FALSE	32794931	31591276	1203655	31591276	0	0	30819420	29954949	16911329	17271092	0	0	0	0	771856	0	0	0	0	0	0	0	0	28159234	2230490	1412858	382857	771856
SRR8043247	leaf	Mo44xMo17	I	1	FALSE	31350230	29886476	1463754	29886476	0	0	29147114	28088865	11289351	11558499	0	0	0	0	739362	0	0	0	0	0	0	0	0	26276907	2744789	1462243	349715	739362
SRR8043248	leaf	LH156xMo17	E	1	FALSE	46781355	45936322	845033	45936322	0	0	44500796	41562112	19222566	20434286	0	0	0	0	1435526	0	0	0	0	0	0	0	0	38355426	8089165	2363610	843076	1435526
SRR8043249	leaf	NKS8326xB73	I	2	FALSE	30702107	25132079	5570028	25132079	0	0	24403142	23753248	12528588	12787241	0	0	0	0	728937	0	0	0	0	0	0	0	0	22383361	1645001	1078006	291881	728937
SRR8043250	leaf	NKH8431xB73	I	2	FALSE	35151898	33924353	1227545	33924353	0	0	33490319	32608699	19964574	20395770	0	0	0	0	434034	0	0	0	0	0	0	0	0	30753335	2250572	1461547	393817	434034
SRR8043251	leaf	MoGxMo17	I	2	FALSE	30659327	29663566	995761	29663566	0	0	28928450	27923177	11688738	11983049	0	0	0	0	735116	0	0	0	0	0	0	0	0	26287501	2592510	1294785	340891	735116
SRR8043252	leaf	PHG72xB73	S	2	FALSE	26732367	25841834	890533	25841834	0	0	24336799	23485515	13637517	14056382	0	0	0	0	1505035	0	0	0	0	0	0	0	0	22171932	2227378	965269	348314	1505035
SRR8043253	leaf	DKFAPWxMo17	R	1	FALSE	31127896	30429207	698689	30429207	0	0	27106736	25986365	12057688	12406003	0	0	0	0	3322471	0	0	0	0	0	0	0	0	23942786	3062332	1692264	351315	3322471
SRR8043254	leaf	Mo44xB73	R	1	FALSE	6492764	6481461	11303	0	0	0	0	0	0	0	0	0	0	0	0	6481461	0	0	483421	109953	76097	386701	5998040	51841	0	23381	34731	5998040
SRR8043255	leaf	MoGxMo17	L	2	FALSE	4256409	4243140	13269	0	0	0	0	0	0	0	0	0	0	0	0	4243140	0	0	578277	58879	22955	433235	3664863	26421	0	21896	10562	3664863
SRR8043256	leaf	MoGxB73	L	2	FALSE	7057918	7036320	21598	0	0	0	0	0	0	0	0	0	0	0	0	7036320	0	0	1167910	99775	50637	885644	5868410	46034	0	31158	22583	5868410
SRR8043257	leaf	NKH8431xB73	L	2	FALSE	6259112	6241021	18091	0	0	0	0	0	0	0	0	0	0	0	0	6241021	0	0	850780	93745	46524	642733	5390241	45005	0	26366	22374	5390241
SRR8043258	leaf	NKS8326xB73	L	1	FALSE	4844569	4825029	19540	0	0	0	0	0	0	0	0	0	0	0	0	4825029	0	0	635163	74918	32049	487865	4189866	36051	0	24504	14363	4189866
SRR8043259	leaf	Mo45xMo17	L	2	FALSE	6345991	6325860	20131	0	0	0	0	0	0	0	0	0	0	0	0	6325860	0	0	539249	61676	15646	391498	5786611	29816	0	25660	6200	5786611
SRR8043260	leaf	Mo44xMo17	L	1	FALSE	33815339	33045107	770232	33045107	0	0	31279488	29925018	13822035	14320862	0	0	0	0	1765619	0	0	0	0	0	0	0	0	28218929	3652242	1349789	356300	1765619
SRR8043261	leaf	Mo44xB73	L	1	FALSE	239535	238800	735	0	0	0	0	0	0	0	0	0	0	0	0	238800	0	0	27676	2885	1314	20583	211124	1519	0	846	520	211124
SRR8043262	leaf	Mo45xB73	L	1	FALSE	7077362	7053218	24144	0	0	0	0	0	0	0	0	0	0	0	0	7053218	0	0	275860	39304	12089	188273	6777358	15126	0	17022	7156	6777358
SRR8043263	leaf	NKH8431xMo17	E	1	FALSE	39333610	38674105	659505	38674105	0	0	37670680	35354662	19027460	19776989	0	0	0	0	1003425	0	0	0	0	0	0	0	0	32517542	7280359	2094766	742354	1003425
SRR8043264	leaf	Ny821xPH207	E	1	FALSE	35898813	35271059	627754	35271059	0	0	34229251	31482281	13073876	13616099	0	0	0	0	1041808	0	0	0	0	0	0	0	0	28657245	8410550	2484885	340151	1041808
SRR8043265	leaf	PHG29xB73	L	1	FALSE	4010947	3993199	17748	0	0	0	0	0	0	0	0	0	0	0	0	3993199	0	0	474934	49238	25504	368969	3518265	25306	0	13054	10878	3518265
SRR8043266	leaf	PHG35xB73	L	1	FALSE	4129841	4113305	16536	0	0	0	0	0	0	0	0	0	0	0	0	4113305	0	0	621864	69710	32823	469106	3491441	36390	0	23661	9659	3491441
SRR8043267	leaf	PHG39xMo17	S	2	FALSE	6381234	6355804	25430	0	0	0	0	0	0	0	0	0	0	0	0	6355804	0	0	1035453	120445	84488	864658	5320351	45757	0	24683	50005	5320351
SRR8043268	leaf	PHG50xB73	S	2	FALSE	5715431	5688778	26653	0	0	0	0	0	0	0	0	0	0	0	0	5688778	0	0	450108	83678	37051	347500	5238670	49676	0	19756	14246	5238670
SRR8043269	leaf	NKS8326xB73	E	1	FALSE	34229142	33582206	646936	33582206	0	0	32705580	30615255	19212364	20476304	0	0	0	0	876626	0	0	0	0	0	0	0	0	27971969	5636034	1893173	750113	876626
SRR8043270	leaf	NKH8431xPH207	E	1	FALSE	27609068	27060204	548864	27060204	0	0	26362641	24656868	16213021	16894154	0	0	0	0	697563	0	0	0	0	0	0	0	0	22323548	5254291	1892575	440745	697563
SRR8043271	leaf	PHG47xB73	L_T2	1	FALSE	7267580	7225476	42104	0	0	0	0	0	0	0	0	0	0	0	0	7225476	0	0	385436	46725	19348	298304	6840040	20723	0	16269	9733	6840040
SRR8043272	leaf	PHG50xB73	L	1	FALSE	34805993	34032946	773047	34032946	0	0	33027100	31534417	17956884	18601655	0	0	0	0	1005846	0	0	0	0	0	0	0	0	28213966	4401277	2989590	330861	1005846
SRR8043273	leaf	W64AxMo17	L	1	FALSE	7979088	7932016	47072	0	0	0	0	0	0	0	0	0	0	0	0	7932016	0	0	427036	62635	19345	302104	7504980	26877	0	29822	5936	7504980
SRR8043274	leaf	PHW65xB73	L_T2	1	FALSE	6075279	6043088	32191	0	0	0	0	0	0	0	0	0	0	0	0	6043088	0	0	637144	62736	26343	478e3	5405944	30014	0	22089	10633	5405944
SRR8043275	leaf	LH145xMo17	E	1	FALSE	4222721	4196208	26513	0	0	0	0	0	0	0	0	0	0	0	0	4196208	0	0	150865	28140	14009	113293	4045343	6181	0	15744	6215	4045343
SRR8043276	leaf	PHB47xMo17	E	1	FALSE	34275990	33751838	524152	33751838	0	0	32883573	31096611	15274155	15853572	0	0	0	0	868265	0	0	0	0	0	0	0	0	29130710	5620979	1504628	461273	868265
SRR8043277	leaf	MoGxB73	S	1	FALSE	30902030	29765059	1136971	29765059	0	0	29095944	28052455	15411369	15875309	0	0	0	0	669115	0	0	0	0	0	0	0	0	26510789	2669393	1179322	362344	669115
SRR8043278	leaf	NKS8326xMo17	E	1	FALSE	34215586	33431725	783861	33431725	0	0	32123085	29577250	15119062	16434848	0	0	0	0	1308640	0	0	0	0	0	0	0	0	26636446	6869150	2129288	811516	1308640
SRR8043279	leaf	Mo45xMo17	R	1	FALSE	6332975	6323553	9422	0	0	0	0	0	0	0	0	0	0	0	0	6323553	0	0	479936	115840	70307	364137	5843617	54294	0	28771	32775	5843617
SRR8043280	leaf	B84xMo17	E	1	FALSE	39337092	38649154	687938	38649154	0	0	36639414	34326988	19013443	19864671	0	0	0	0	2009740	0	0	0	0	0	0	0	0	31228043	7066005	2349929	749016	2009740
SRR8043281	leaf	H99xMo17	E	1	FALSE	37720918	37060918	66e4	37060918	0	0	36059997	33091988	17265009	18452107	0	0	0	0	1000921	0	0	0	0	0	0	0	0	28756091	8386321	3396957	938940	1000921
SRR8043282	leaf	LH123HTxB73	E	1	FALSE	39354932	38656051	698881	38656051	0	0	37815317	35190719	19574938	20338599	0	0	0	0	840734	0	0	0	0	0	0	0	0	31884304	7668456	2700614	605801	840734
SRR8043283	leaf	LH123HTxB73	R	2	FALSE	5410978	5402535	8443	0	0	0	0	0	0	0	0	0	0	0	0	5402535	0	0	253423	77721	49773	177987	5149112	41523	0	21704	14494	5149112
SRR8043284	leaf	H99xPH207	E	1	FALSE	31999638	31288365	711273	31288365	0	0	29965644	27474816	13781967	14641750	0	0	0	0	1322721	0	0	0	0	0	0	0	0	24161731	7030120	2701151	611934	1322721
SRR8043285	leaf	W64AxMo17XB73	L??	2	FALSE	5403834	5380510	23324	0	0	0	0	0	0	0	0	0	0	0	0	5380510	0	0	563601	57734	26256	432075	4816909	27457	0	19671	10606	4816909
SRR8043286	leaf	B84xB73	R	2	FALSE	6316172	6294644	21528	0	0	0	0	0	0	0	0	0	0	0	0	6294644	0	0	346495	105099	65529	230689	5948149	52299	0	29889	22911	5948149
SRR8043287	leaf	PHN11xB73	L	1	FALSE	5320652	5298798	21854	0	0	0	0	0	0	0	0	0	0	0	0	5298798	0	0	571262	63713	33006	420528	4727536	31581	0	21060	11072	4727536
SRR8043288	leaf	PHN11xMo17	L	2	FALSE	5390394	5366316	24078	0	0	0	0	0	0	0	0	0	0	0	0	5366316	0	0	512542	67158	26174	378113	4853774	29004	0	25899	12255	4853774
SRR8043289	leaf	PHW65xMo17	L	1	FALSE	5805122	5780608	24514	0	0	0	0	0	0	0	0	0	0	0	0	5780608	0	0	473460	60285	22376	356532	5307148	26632	0	25578	8075	5307148
SRR8043290	leaf	PHJ40xB73	L	1	FALSE	5862002	5839167	22835	0	0	0	0	0	0	0	0	0	0	0	0	5839167	0	0	1200828	117433	62074	954784	4638339	64975	0	29462	22996	4638339
SRR8043291	leaf	PHJ40xMo17	L	1	FALSE	6657030	6628957	28073	0	0	0	0	0	0	0	0	0	0	0	0	6628957	0	0	1326499	149613	69410	1063988	5302458	80922	0	47030	21661	5302458
SRR8043292	leaf	PHG72xB73	L	1	FALSE	3771196	3753522	17674	0	0	0	0	0	0	0	0	0	0	0	0	3753522	0	0	438191	44124	21248	343908	3315331	20919	0	14073	9132	3315331
SRR8043293	leaf	Mo45xB73	R	1	FALSE	6733433	6721497	11936	0	0	0	0	0	0	0	0	0	0	0	0	6721497	0	0	332431	89956	59234	243386	6389066	47062	0	23805	19089	6389066
SRR8043294	leaf	LH156xMo17	R	1	FALSE	32709943	31967588	742355	31967588	0	0	30509131	29214989	12825666	13228164	0	0	0	0	1458457	0	0	0	0	0	0	0	0	27192952	3543500	1624105	397932	1458457
SRR8043295	leaf	Ny821xB73	E	1	FALSE	33932096	33264374	667722	33264374	0	0	32298220	30015615	16099628	16735897	0	0	0	0	966154	0	0	0	0	0	0	0	0	27369559	7029124	2245064	400992	966154
SRR8043296	leaf	NC230xPH207	E	2	FALSE	4788493	4767021	21472	0	0	0	0	0	0	0	0	0	0	0	0	4767021	0	0	461936	111192	56710	350161	4305085	40858	0	39564	30770	4305085
SRR8043297	leaf	LH145xPH207	E	1	FALSE	30668615	30031881	636734	30031881	0	0	28977972	26556576	13226876	13971790	0	0	0	0	1053909	0	0	0	0	0	0	0	0	23910888	7293257	2138067	507621	1053909
SRR8043298	leaf	PHN11xMo17	S	2	FALSE	32732965	31977018	755947	31977018	0	0	30333784	29081290	12264629	12681090	0	0	0	0	1643234	0	0	0	0	0	0	0	0	27300078	3422046	1397552	383660	1643234
SRR8043299	leaf	Mo44xMo17	L_T2	1	FALSE	38829631	37984359	845272	37984359	0	0	36763774	35238367	15900299	16415570	0	0	0	0	1220585	0	0	0	0	0	0	0	0	33223693	3982321	1604522	410152	1220585
SRR8043300	leaf	PHW65xB73	R	1	FALSE	5188105	5176222	11883	0	0	0	0	0	0	0	0	0	0	0	0	5176222	0	0	356374	87961	58027	271710	4819848	39853	0	25508	22600	4819848
SRR8043301	leaf	PHJ40xPH207	E	2	FALSE	39021403	38460684	560719	38460684	0	0	37357213	34322779	17819656	19232692	0	0	0	0	1103471	0	0	0	0	0	0	0	0	31283962	8371443	2267810	771007	1103471
SRR8043302	leaf	NC230xB73	E	2	FALSE	37225021	35741040	1483981	35741040	0	0	34412163	31628189	18645131	19465503	0	0	0	0	1328877	0	0	0	0	0	0	0	0	28699086	10029332	2213067	716036	1328877
SRR8043303	leaf	MoGxB73	R	2	FALSE	33869811	33209182	660629	33209182	0	0	31838049	30938831	18584600	18984712	0	0	0	0	1371133	0	0	0	0	0	0	0	0	29220749	2370874	1355982	362100	1371133
SRR8043304	leaf	MoGxMo17	R	2	FALSE	34501058	33901524	599534	33901524	0	0	32753111	31470897	13627762	13996823	0	0	0	0	1148413	0	0	0	0	0	0	0	0	29339474	3400633	1718746	412677	1148413
SRR8043305	leaf	PHG50xMo17	I	1	FALSE	3749753	3736530	13223	0	0	0	0	0	0	0	0	0	0	0	0	3736530	0	0	828247	105689	58097	717506	2908283	28392	0	28675	48622	2908283
SRR8043306	leaf	B84xMo17	S	1	FALSE	3635191	3625313	9878	0	0	0	0	0	0	0	0	0	0	0	0	3625313	0	0	604959	71569	44517	508566	3020354	36685	0	20862	14022	3020354
SRR8043307	leaf	PHW65xB73	L_T2	2	FALSE	28236099	27367415	868684	27367415	0	0	26300699	25169419	14013913	14559745	0	0	0	0	1066716	0	0	0	0	0	0	0	0	23377771	3330923	1531552	260096	1066716
SRR8043308	leaf	W64AxMo17	L	2	FALSE	33739508	32938970	800538	32938970	0	0	30791919	29197320	12416351	13057174	0	0	0	0	2147051	0	0	0	0	0	0	0	0	27574722	4565180	1279282	343316	2147051
SRR8043309	leaf	W64AxMo17	L_T2	1	FALSE	32755719	31877297	878422	31877297	0	0	30848325	29486453	12621306	13087451	0	0	0	0	1028972	0	0	0	0	0	0	0	0	27941723	3506394	1189994	354736	1028972
SRR8043310	leaf	LH123HTxMo17	S	1	FALSE	36892388	35169599	1722789	35169599	0	0	33864850	32497265	12659545	13027909	0	0	0	0	1304749	0	0	0	0	0	0	0	0	30710128	3547715	1386406	400731	1304749
SRR8043311	leaf	LH156xB73	S	2	FALSE	34298717	32647473	1651244	32647473	0	0	31849090	30790069	15963192	16397309	0	0	0	0	798383	0	0	0	0	0	0	0	0	29217356	2689706	1218188	354525	798383
SRR8043312	leaf	PHW65xB73	L	1	FALSE	33780376	33005386	774990	33005386	0	0	31196765	29883967	18378147	19073499	0	0	0	0	1808621	0	0	0	0	0	0	0	0	27781281	3790180	1778380	324306	1808621
SRR8043313	leaf	Mo45xB73	E	1	FALSE	5729225	5711010	18215	0	0	0	0	0	0	0	0	0	0	0	0	5711010	0	0	1088479	331265	180075	798717	4622531	148110	0	92179	90976	4622531
SRR8043314	leaf	LH145xMo17	E	2	FALSE	44439311	43366716	1072595	43366716	0	0	41873673	38046976	20219747	21532671	0	0	0	0	1493043	0	0	0	0	0	0	0	0	33834274	12088683	3095888	1116814	1493043
SRR8043315	leaf	PHB47xMo17	S	2	FALSE	6496489	6466569	29920	0	0	0	0	0	0	0	0	0	0	0	0	6466569	0	0	559690	78917	32210	435517	5906879	47040	0	18568	13309	5906879
SRR8043316	leaf	W64AxMo17	S	2	FALSE	37102095	35559108	1542987	35559108	0	0	34368426	32947282	12952098	13389392	0	0	0	0	1190682	0	0	0	0	0	0	0	0	31195855	3766661	1380377	371050	1190682
SRR8043317	leaf	B73xPH207	E	2	FALSE	28887701	28011237	876464	28011237	0	0	27585562	25456795	15919766	17003216	0	0	0	0	425675	0	0	0	0	0	0	0	0	22176427	5771157	2744010	536358	425675
SRR8043318	leaf	NKS8326xB73	E	2	FALSE	4498066	4483523	14543	0	0	0	0	0	0	0	0	0	0	0	0	4483523	0	0	931221	329737	171313	657265	3552302	124335	0	168554	36848	3552302
SRR8043319	leaf	NKS8326xMo17	E	2	FALSE	5651070	5633486	17584	0	0	0	0	0	0	0	0	0	0	0	0	5633486	0	0	1214346	285677	115872	906550	4419140	121038	0	103031	61608	4419140
SRR8043320	leaf	Ny821xB73	E	2	FALSE	6970187	6947571	22616	0	0	0	0	0	0	0	0	0	0	0	0	6947571	0	0	950278	376184	184049	565675	5997293	181611	0	160209	34364	5997293
SRR8043321	leaf	NKS8326xPH207	E	2	FALSE	6506072	6486594	19478	0	0	0	0	0	0	0	0	0	0	0	0	6486594	0	0	1650907	405226	163021	1176311	4835687	172663	0	134687	97876	4835687
SRR8043322	leaf	Ny821xPH207	E	2	FALSE	6399226	6378648	20578	0	0	0	0	0	0	0	0	0	0	0	0	6378648	0	0	864289	252791	102471	578199	5514359	119461	0	87612	45718	5514359
SRR8043323	leaf	Oh43xPH207	E	2	FALSE	6871786	6851793	19993	0	0	0	0	0	0	0	0	0	0	0	0	6851793	0	0	1594368	423138	179525	1159298	5257425	170177	0	164563	88398	5257425
SRR8043324	leaf	Mo17xPH207	I	2	FALSE	33110532	30263509	2847023	30263509	0	0	29484651	28483992	11098776	11353974	0	0	0	0	778858	0	0	0	0	0	0	0	0	26807656	2516030	1329238	347098	778858
SRR8043325	leaf	PH207xB73	E	2	FALSE	5337575	5321402	16173	0	0	0	0	0	0	0	0	0	0	0	0	5321402	0	0	920477	190950	104997	736093	4400925	70096	0	70232	50622	4400925
SRR8043326	leaf	PHB47xPH207	E	2	FALSE	7165905	7143761	22144	0	0	0	0	0	0	0	0	0	0	0	0	7143761	0	0	811341	274177	145687	580706	6332420	145690	0	73443	55044	6332420
SRR8043327	leaf	PHB47xMo17	E	2	FALSE	4020336	4007199	13137	0	0	0	0	0	0	0	0	0	0	0	0	4007199	0	0	813937	181818	97467	645957	3193262	79062	0	71888	30868	3193262
SRR8043328	leaf	DKFAPWxPH207	E	2	FALSE	4226124	4206909	19215	0	0	0	0	0	0	0	0	0	0	0	0	4206909	0	0	290272	57585	31497	235398	3916637	21058	0	24553	11974	3916637
SRR8043329	leaf	Mo17xPH207	E	1	FALSE	3531759	3516600	15159	0	0	0	0	0	0	0	0	0	0	0	0	3516600	0	0	535180	100132	43535	404889	2981420	38949	0	43432	17751	2981420
SRR8043330	leaf	PHW65xB73	I	2	FALSE	4188785	4169210	19575	0	0	0	0	0	0	0	0	0	0	0	0	4169210	0	0	341901	42505	29494	306012	3827309	10488	0	11724	20293	3827309
SRR8043331	leaf	PHJ40xB73	I	2	FALSE	5038146	5017023	21123	0	0	0	0	0	0	0	0	0	0	0	0	5017023	0	0	1200018	133647	93749	1072109	3817005	30886	0	25378	77383	3817005
SRR8043332	leaf	Q381xB73	I	1	FALSE	5548649	5523028	25621	0	0	0	0	0	0	0	0	0	0	0	0	5523028	0	0	450284	59259	37957	389479	5072744	17619	0	18126	23514	5072744
SRR8043333	leaf	PHW65xMo17	I	2	FALSE	6210502	6183186	27316	0	0	0	0	0	0	0	0	0	0	0	0	6183186	0	0	855915	116452	60962	712813	5327271	44187	0	38678	33587	5327271
SRR8043334	leaf	PHG47xMo17	R	2	FALSE	4001049	3984985	16064	0	0	0	0	0	0	0	0	0	0	0	0	3984985	0	0	284772	98447	58644	200493	3700213	49644	0	29133	19670	3700213
SRR8043335	leaf	PHG39xB73	I	1	FALSE	5740884	5708887	31997	0	0	0	0	0	0	0	0	0	0	0	0	5708887	0	0	268697	50533	35837	230423	5440190	13505	0	15971	21057	5440190
SRR8043336	leaf	PHG29xB73	I	2	FALSE	6355005	6319923	35082	0	0	0	0	0	0	0	0	0	0	0	0	6319923	0	0	716604	113612	76393	626885	5603319	35143	0	38633	39836	5603319
SRR8043337	leaf	PHG35xMo17	I	2	FALSE	4297861	4275344	22517	0	0	0	0	0	0	0	0	0	0	0	0	4275344	0	0	346411	56767	26145	275042	3928933	19370	0	26333	11064	3928933
SRR8043338	leaf	PHG47xB73	R	1	FALSE	6550645	6535865	14780	0	0	0	0	0	0	0	0	0	0	0	0	6535865	0	0	308127	84525	56402	231955	6227738	44053	0	22553	17919	6227738
SRR8043339	leaf	LH85xB73	R	1	FALSE	6266478	6255871	10607	0	0	0	0	0	0	0	0	0	0	0	0	6255871	0	0	484521	128196	91404	380473	5771350	68013	0	27976	32207	5771350
SRR8043340	leaf	Mo45xMo17	I	2	FALSE	32223184	31040821	1182363	31040821	0	0	30245836	29189464	11000120	11273173	0	0	0	0	794985	0	0	0	0	0	0	0	0	27520803	2692750	1316589	352072	794985
SRR8043341	leaf	Mo45xMo17	E	2	FALSE	30571063	29401080	1169983	29401080	0	0	28744138	26191193	10545181	11340093	0	0	0	0	656942	0	0	0	0	0	0	0	0	23314913	6986921	2422568	453712	656942
SRR8043342	leaf	Q381xB73	S	2	FALSE	33649932	32020312	1629620	32020312	0	0	31339103	30283670	16147244	16607885	0	0	0	0	681209	0	0	0	0	0	0	0	0	28775317	2725414	1164580	343773	681209
SRR8043343	leaf	PHG35xMo17	R	2	FALSE	3652956	3644591	8365	0	0	0	0	0	0	0	0	0	0	0	0	3644591	0	0	318574	92087	57434	235213	3326017	50122	0	23642	18323	3326017
SRR8043344	leaf	PHN11xB73	I	2	FALSE	4267106	4247128	19978	0	0	0	0	0	0	0	0	0	0	0	0	4247128	0	0	424287	46024	33788	388418	3822841	11917	0	10140	23967	3822841
SRR8043345	leaf	PHJ40xMo17	I	2	FALSE	5336231	5308423	27808	0	0	0	0	0	0	0	0	0	0	0	0	5308423	0	0	277861	41217	20159	222696	5030562	13291	0	18224	9702	5030562
SRR8043346	leaf	PHG35xPH207	E	1	FALSE	4728542	4714035	14507	0	0	0	0	0	0	0	0	0	0	0	0	4714035	0	0	713056	369843	72905	356193	4000979	275730	0	78860	15253	4000979
SRR8043347	leaf	LH145xB73	E	1	FALSE	3777702	3764392	13310	0	0	0	0	0	0	0	0	0	0	0	0	3764392	0	0	226156	80852	23746	129703	3538236	47194	0	28926	4732	3538236
SRR8043348	leaf	MoGxB73	E	1	FALSE	35525651	34337788	1187863	34337788	0	0	33720321	31532627	15616612	16073275	0	0	0	0	617467	0	0	0	0	0	0	0	0	29199888	7019030	1976845	355894	617467
SRR8043349	leaf	H99xB73	R	1	FALSE	35366676	34759329	607347	34759329	0	0	33926090	32990901	19324180	19726984	0	0	0	0	833239	0	0	0	0	0	0	0	0	31176067	2466406	1431913	382921	833239
SRR8043350	leaf	LH145xPH207	E	2	FALSE	3639268	3624217	15051	0	0	0	0	0	0	0	0	0	0	0	0	3624217	0	0	531035	114055	50262	394975	3093182	39359	0	46798	27898	3093182
SRR8043351	leaf	LH156xB73	E	1	FALSE	5181795	5154060	27735	0	0	0	0	0	0	0	0	0	0	0	0	5154060	0	0	233373	70869	25830	146864	4920687	33139	0	30331	7399	4920687
SRR8043352	leaf	DKFAPWxB73	E	2	FALSE	4463305	4446833	16472	0	0	0	0	0	0	0	0	0	0	0	0	4446833	0	0	646188	168644	70660	434672	3800645	66293	0	59677	42674	3800645
SRR8043353	leaf	LH156xMo17	E	2	FALSE	3237241	3226177	11064	0	0	0	0	0	0	0	0	0	0	0	0	3226177	0	0	314157	141182	51955	172805	2912020	73516	0	61442	6224	2912020
SRR8043354	leaf	LH85xB73	E	1	FALSE	3065847	3055677	10170	0	0	0	0	0	0	0	0	0	0	0	0	3055677	0	0	269238	86019	29714	161930	2786439	43560	0	35894	6565	2786439
SRR8043355	leaf	NKS8326xMo17	R	1	FALSE	5060993	5048685	12308	0	0	0	0	0	0	0	0	0	0	0	0	5048685	0	0	184099	53130	31676	133122	4864586	25099	0	14476	13555	4864586
SRR8043356	leaf	PHW65xMo17	L	2	FALSE	32513143	31828563	684580	31828563	0	0	30780260	29411895	12124867	12553344	0	0	0	0	1048303	0	0	0	0	0	0	0	0	27692623	3504740	1394517	324755	1048303
SRR8043357	leaf	LH85xMo17	E	1	FALSE	4343424	4329507	13917	0	0	0	0	0	0	0	0	0	0	0	0	4329507	0	0	484339	107194	40219	348943	3845168	48161	0	35577	23456	3845168
SRR8043358	leaf	PHW65xMo17	R	1	FALSE	5197102	5186040	11062	0	0	0	0	0	0	0	0	0	0	0	0	5186040	0	0	427332	99991	58603	315768	4758708	46187	0	27834	25970	4758708
SRR8043359	leaf	PHG72xB73	R	1	FALSE	4694157	4683075	11082	0	0	0	0	0	0	0	0	0	0	0	0	4683075	0	0	223337	56913	38460	171052	4459738	27942	0	14587	14384	4459738
SRR8043360	leaf	PHG83xMo17	E	2	FALSE	44512389	42442055	2070334	42442055	0	0	41778810	39054539	20656015	21559023	0	0	0	0	663245	0	0	0	0	0	0	0	0	35511213	8030270	2691902	851424	663245
SRR8043361	leaf	PHB47xMo17	L	1	FALSE	6609292	6581424	27868	0	0	0	0	0	0	0	0	0	0	0	0	6581424	0	0	618839	62579	24563	482486	5962585	29904	0	19483	13192	5962585
SRR8043362	leaf	PHB47xB73	L	1	FALSE	5514061	5489927	24134	0	0	0	0	0	0	0	0	0	0	0	0	5489927	0	0	364331	50223	20547	259607	5125596	23025	0	19011	8187	5125596
SRR8043363	leaf	PH207xB73	L	2	FALSE	839801	836183	3618	0	0	0	0	0	0	0	0	0	0	0	0	836183	0	0	94480	10576	4436	68852	741703	4800	0	4044	1732	741703
SRR8043364	leaf	PHG35xMo17	L	1	FALSE	7474782	7445923	28859	0	0	0	0	0	0	0	0	0	0	0	0	7445923	0	0	1782985	172590	86491	1482691	5662938	91733	0	47530	33327	5662938
SRR8043365	leaf	Oh43xB73	R	1	FALSE	3883180	3874668	8512	0	0	0	0	0	0	0	0	0	0	0	0	3874668	0	0	327807	73222	51292	261369	3546861	36167	0	15860	21195	3546861
SRR8043366	leaf	PHJ40xB73	R	1	FALSE	6123280	6109926	13354	0	0	0	0	0	0	0	0	0	0	0	0	6109926	0	0	385892	95218	64833	302725	5724034	45474	0	25422	24322	5724034
SRR8043367	leaf	Oh43xB73	L	2	FALSE	5469056	5448068	20988	0	0	0	0	0	0	0	0	0	0	0	0	5448068	0	0	858695	103320	47616	661737	4589373	54619	0	30737	17964	4589373
