SampleID	Tissue	Genotype	Treatment	Replicate	inbred	total	surviving	surviving_f	surviving_r	dropped	uniquely_mapped	multimapped	unmapped	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
bm001	Leaf	Q381	NA	1	TRUE	40669166	31086001	9530017	33493	19655	36532206	2051048	2066257	25991939	4768810	1444717	314934	2034309
bm002	Leaf	PHW65	NA	1	TRUE	32500547	27019815	5443470	25926	11336	29417069	1580646	1491496	22968019	3534555	1196051	285042	1412392
bm003	Leaf	PHN11	NA	1	TRUE	30895892	26501271	4360793	24524	9304	28455382	1390038	1041168	48963227	0	3233727	637609	2308949
bm004	Leaf	PHJ40	NA	1	TRUE	33788185	28269910	5478017	28129	12129	30549589	1548189	1678278	23905177	3636683	1350815	291053	1570117
bm005	Leaf	PHG83	NA	1	TRUE	32899288	27824183	5038150	26632	10323	30862681	1219089	807195	24363441	2700768	1410828	294126	909700
bm006	Leaf	PHG72	NA	1	TRUE	34337274	28310277	5980861	31888	14248	31025046	1710844	1587136	23862826	4037918	1418536	293286	1512882
bm007	Leaf	PHG50	NA	1	TRUE	32738829	27713766	4987489	26287	11287	30082185	1696274	949083	23771095	3973822	1385981	295993	1026261
bm008	Internode	LH156	NA	1	TRUE	39738168	34738248	4959619	30593	9708	36726249	1654489	1347722	30000526	3850842	1750173	370305	1344861
bm009	Seedling	LH85	NA	1	TRUE	36429270	30090129	6295038	31762	12341	32941302	2117925	1357702	25158798	4967324	1613425	377276	1415484
bm010	Leaf	AS5707	NA	1	TRUE	36114044	31192625	4878285	30928	12206	32801652	1867446	1432740	26628785	4295610	1363866	339966	1449077
bm011	Endosperm	LH85	NA	1	TRUE	31623557	18432840	13150641	18621	21455	26181841	3848961	1571300	36752405	0	3536598	833556	3372077
bm012	Leaf	PHG47	NA	1	TRUE	37183997	30473469	6671067	28046	11415	33995183	1769846	1407553	25971412	4245196	1490223	333581	1367189
bm013	Leaf	PHG39	NA	1	TRUE	35313178	28254883	6994714	43246	20335	31493121	1695077	2104645	23411925	3977852	1419960	308091	1926854
bm014	Leaf	PHG35	NA	1	TRUE	42208224	35335877	6822720	35003	14624	38711931	2138706	1342963	65993016	0	4187927	912240	2935176
bm015	Endosperm	LH156	NA	1	TRUE	34675959	26368210	8257935	32752	17062	29905907	3108514	1644476	20572080	7967650	1540003	618432	1479261
bm016	Leaf	PHG29	NA	1	TRUE	41542142	35746527	5748149	34817	12649	37712763	1983065	1833665	30530848	4499213	1559391	344344	1862452
bm017	Leaf	PHB47	NA	1	TRUE	35658541	30812023	4808238	28535	9745	32983028	1580032	1085736	26629793	3672187	1515737	334732	1123472
bm018	Leaf	PH207	NA	1	TRUE	29481780	24654211	4794602	23404	9563	26742219	1450324	1279674	20824029	3461197	1269598	259404	1265855
bm019	Leaf	Oh43	NA	1	TRUE	32509709	22368994	10102764	21365	16586	29635983	1607273	1249867	19104265	3805222	953080	247705	1102791
bm020	Leaf	Ny821	NA	1	TRUE	28612453	25238824	3338285	27297	8047	25814914	1526743	1262749	20970410	3713553	1559676	241513	1280499
bm021	Leaf	NKS8326	NA	1	TRUE	34223094	26124542	8060831	25001	12720	31226910	1669849	1313615	22252585	3956584	1236164	286163	1255761
bm022	Leaf	NKH8431	NA	1	TRUE	34902482	29576116	5285482	29909	10975	32398289	1260881	1232337	25638057	2903623	1451639	319790	1233940
bm023	Leaf	NC230	NA	1	TRUE	30012105	25020390	4956706	24721	10288	27482555	1505349	1013913	21444211	3464210	1165533	277815	992569
bm024	Leaf	MoG	NA	1	TRUE	31940076	27270716	4632633	26164	10563	28882656	1534213	1512644	22998670	3718611	1379672	260802	1472554
bm025	Leaf	Mo45	NA	1	TRUE	32504544	26966333	5498281	27977	11953	29707122	1625186	1160283	23086140	3615931	1210324	311938	1184080
bm026	Endosperm	LH145	NA	1	TRUE	32093214	24459775	7592626	26687	14126	27951130	3309532	818426	43414791	0	4539466	1332639	2114184
bm027	Leaf	Mo17	NA	1	TRUE	35430095	30815473	4565938	35885	12799	31755668	1695857	1965771	25842879	4001027	1432847	346224	1861506
bm028	Leaf	LH93	NA	1	TRUE	29440695	20721135	8675459	26903	17198	26245944	1386886	1790667	41400444	0	2594218	637997	3355370
bm029	Leaf	LH85	NA	1	TRUE	27427428	20514650	6880169	22245	10364	25003827	1402933	1010304	17351244	3326691	1085718	211419	945624
bm030	Leaf	LH156	NA	1	TRUE	24908876	19148204	5728633	21708	10331	22184033	1207113	1507399	36204173	0	2474624	519074	2940392
bm031	Leaf	LH145	NA	1	TRUE	30224091	26080834	4106982	27274	9001	27803330	1418550	993210	22550844	3216179	1136395	275991	1047714
bm032	Leaf	LH123Ht	NA	1	TRUE	26257549	22833268	3390916	22404	10961	23677925	1201010	1367653	40970899	0	2684998	596139	2835580
bm033	Leaf	H99	NA	1	TRUE	27985568	23898025	4054768	23946	8829	25434005	1397092	1145643	20211270	3218508	1212750	242772	1194755
bm034	Leaf	DKHBA1	NA	1	TRUE	27731396	23265559	4426753	28024	11060	25087700	1302960	1329676	19804850	2936967	989820	255338	1249920
bm035	Leaf	DKFAPW	NA	1	TRUE	31398402	26038631	5319183	27509	13079	29011771	1453403	920149	22632014	3360833	1107918	288873	928710
bm036	Leaf	CR1Ht	NA	1	TRUE	32808854	28318920	4451284	28225	10425	30128937	1537702	1131790	24457527	3546209	1214368	312619	1150398
bm037	Endosperm	LH123Ht	NA	1	TRUE	28927195	23754231	5141576	22017	9371	24641817	2859274	1416733	17924530	7725448	1904368	357070	1337098
bm038	Leaf	B84	NA	1	TRUE	30232546	21945322	8251882	22784	12558	26967518	1320468	1932002	18224239	3097948	1109284	243512	1565840
bm039	Leaf	B73	NA	1	TRUE	30743613	26718385	3990645	25593	8990	29001389	1104695	628539	23558313	2418418	1317089	301162	739776
bm040	Leaf	AS5707	NA	2	TRUE	33183346	24933557	8205851	27636	16302	29684746	1771304	1710994	21013610	4088386	987685	299349	1470941
bm041	Internode	W64A	NA	1	TRUE	29758820	26198510	3520189	29275	10846	27697040	1205502	845432	22814392	2685979	1195819	376890	867455
bm042	Internode	Q381	NA	1	TRUE	33608281	29792334	3770448	33843	11656	31076730	1337169	1182726	25810661	3051083	1361321	382687	1196150
bm043	Internode	PHW65	NA	1	TRUE	37661061	32123775	5488889	35868	12529	34959380	1528103	1161049	27947858	3570869	1467134	389836	1116824
bm044	Internode	PHN11	NA	1	TRUE	37890420	31694842	6142369	37549	15660	34775853	1513824	1585083	59518374	0	3160982	1202450	3253017
bm045	Internode	PHJ40	NA	1	TRUE	35085676	30663104	4376199	35498	10875	32257991	1401660	1415150	26364061	3183925	1491010	344311	1385040
bm046	Internode	PHG83	NA	1	TRUE	31248901	27063877	4147724	28385	8915	29652411	879880	707695	24066794	2072164	1264196	319590	750886
bm047	Internode	PHG72	NA	1	TRUE	32156734	25064433	7051161	28224	12916	29280026	1281002	1582790	21388929	2982866	1138803	303846	1363888
bm048	Endosperm	H99	NA	1	TRUE	27794321	22898342	4867689	19273	9017	24567971	2326820	890513	17617062	5955922	2041993	531499	916215
bm049	Internode	PHG50	NA	1	TRUE	35016881	30495926	4473146	36060	11749	32391678	1482864	1130590	26287624	3320263	1530039	386063	1174176
bm050	Internode	PHG47	NA	1	TRUE	34499118	30104984	4351018	31725	11391	31786530	1280823	1420374	26082325	3051549	1304255	323745	1364461
bm051	Internode	PHG39	NA	1	TRUE	34647370	29242531	5362326	31245	11268	32153661	1362579	1119862	25404997	3235749	1347804	345750	1098273
bm052	Internode	PHG35	NA	1	TRUE	35782570	30603958	5132666	34063	11883	32908590	1345321	1516776	26396818	3190733	1407338	347558	1401350
bm053	Internode	PHG29	NA	1	TRUE	32810906	27837154	4934172	28140	11440	30382435	1321482	1095549	24193845	3064180	1198901	358254	1073534
bm054	Internode	PHB47	NA	1	TRUE	30801158	20804599	9968161	17577	10821	28570050	1206451	1013836	18078819	2965758	890537	248475	876616
bm055	Internode	PH207	NA	1	TRUE	30836724	25516357	5285431	25262	9674	28020257	1343404	1463389	21674219	3021696	1190281	308066	1423647
bm056	Internode	Oh43	NA	1	TRUE	26453027	18242487	8178323	19044	13173	24306410	1091210	1042234	15705132	2664152	801118	213125	857881
bm057	Internode	Ny821	NA	1	TRUE	25935592	21925391	3976730	23509	9962	23515156	1004412	1406062	18626464	2379417	941042	285598	1291632
bm058	Internode	NKS8326	NA	1	TRUE	30831291	25913219	4872747	32134	13191	28431026	1206401	1180673	22439381	2754745	1075284	337245	1156583
bm059	Endosperm	DKFAPW	NA	1	TRUE	27917967	22203203	5667172	32964	14628	23710030	2617507	1575802	16291195	8266647	1907423	576341	1404253
bm060	Internode	NKH8431	NA	1	TRUE	30125288	25582396	4506964	25937	9991	27979499	734149	1401649	22371216	1707662	1028082	331219	1300059
bm061	Internode	NC230	NA	1	TRUE	37364611	32001573	5317530	34099	11409	34052609	1471673	1828920	27323023	3546745	1458063	339222	1733326
bm062	Internode	MoG	NA	1	TRUE	33480982	27837362	5574621	46774	22225	30123983	1331432	2003342	51059600	0	3313111	771863	3950226
bm063	Internode	Mo45	NA	1	TRUE	31829668	26508191	5279098	28111	14268	29094770	1291438	1429192	22726318	3034987	1182910	292484	1365144
bm064	Internode	Mo17	NA	1	TRUE	33589501	24007553	9544545	23239	14164	30806326	1453162	1315849	20402903	3500957	1275245	261217	1199032
bm065	Internode	LH93	NA	1	TRUE	30595902	25666351	4892330	27710	9511	28208276	1198704	1179411	22153349	2944543	1213554	262268	1114596
bm066	Internode	LH85	NA	1	TRUE	32677542	28164704	4469248	31895	11695	30087626	1335932	1242289	24366128	3005795	1223532	314903	1254140
bm067	Internode	LH156	NA	2	TRUE	32075670	27042172	4990504	31236	11758	29205880	1345878	1512154	22836484	3234987	1435138	279765	1470605
bm068	Internode	LH145	NA	1	TRUE	36256765	24964721	11251940	24657	15447	33616376	1394486	1230456	21646668	3339712	1123196	262634	1129089
bm069	Internode	LH123Ht	NA	1	TRUE	26692127	22622155	4035770	24529	9673	24408935	1027132	1246387	19411819	2373400	988323	280084	1157336
bm070	Endosperm	CR1Ht	NA	1	TRUE	32981925	27496719	5449602	24624	10980	29647717	2428795	894433	22751955	6813634	1632322	292108	930767
bm071	Internode	H99	NA	1	TRUE	35700794	29663636	5995884	30388	10886	32999531	1402163	1288214	25640716	3337455	1396735	331299	1250140
bm072	Internode	DKHBA1	NA	1	TRUE	34292605	28689734	5557690	32607	12574	31629059	1389714	1261258	24486703	3467197	1616729	309826	1190093
bm073	Internode	DKFAPW	NA	1	TRUE	32105665	26683108	5385648	26731	10178	29541378	1186103	1368006	50276033	0	3088106	642756	2819678
bm074	Internode	CR1Ht	NA	1	TRUE	26920219	23008642	3877386	24838	9353	24665021	1035905	1209940	42371486	0	2763920	544227	2525582
bm075	Internode	B84	NA	1	TRUE	31357580	26868733	4446595	30360	11892	28393121	1075927	1876640	22816683	2525331	1211971	296534	1712995
bm076	Internode	B73	NA	1	TRUE	32406352	27293923	5074703	27504	10222	30912752	894205	589173	24443578	2038716	1248084	322827	655077
bm077	Internode	AS5707	NA	1	TRUE	33199808	26285268	6875363	27443	11734	30046511	1382880	1758683	22282803	3272101	1181547	325208	1510371
bm078	Endosperm	W64A	NA	1	TRUE	28824112	24114607	4678275	22850	8380	25006967	3118016	690749	18348897	8315892	1855995	703229	801983
bm079	Endosperm	Q381	NA	1	TRUE	31817777	25920248	5861245	25409	10875	27677400	2997646	1131856	19901067	7685103	2333269	325030	1126958
bm080	Endosperm	PHW65	NA	1	TRUE	28852207	24212357	4609555	21976	8319	24451781	3290222	1101885	17750549	9021066	2308614	442980	1066435
bm081	Endosperm	B84	NA	1	TRUE	27952636	22226255	5685633	28122	12626	24680053	1984778	1275179	17768384	5247413	1345545	440836	1272077
bm082	Endosperm	PHN11	NA	1	TRUE	29940387	25538137	4375787	19492	6971	26419132	2795786	718498	19807719	7183836	2391555	324453	761290
bm083	Endosperm	PHJ40	NA	1	TRUE	25941593	22234211	3683381	17608	6393	22589774	2195021	1150405	17738405	5527555	1052881	579662	1125984
bm084	Endosperm	PHG83	NA	1	TRUE	35974714	25602640	10337591	21611	12872	32678094	2526559	757189	20950604	7048626	1737748	561195	792152
bm085	Endosperm	PHG72	NA	1	TRUE	32258441	27025161	5203110	21073	9097	28857218	2321140	1070986	47998518	0	4371137	664225	2270458
bm086	Endosperm	PHG50	NA	1	TRUE	32831485	26557823	6236925	25857	10880	29566670	2017741	1236194	22319606	5596526	1249081	268562	1219686
bm087	Endosperm	PHG47	NA	1	TRUE	34479379	24915156	9515137	31089	17997	29381654	3419625	1660103	19228666	9262972	1561283	385373	1423177
bm088	Endosperm	PHG39	NA	1	TRUE	41837308	29672760	12086424	50257	27867	36932171	3259256	1618014	23770601	9032105	1753455	506753	1510687
bm089	Endosperm	PHG29	NA	1	TRUE	36261925	29596554	6623213	28737	13421	32284860	2609496	1354148	23930132	6828419	2002180	327518	1282117
bm090	Endosperm	PHB47	NA	1	TRUE	35080995	27664461	7372484	29669	14381	30499005	3611245	956364	21507412	11743643	1833228	639198	1006390
bm091	Endosperm	B73	NA	1	TRUE	30349394	24383193	5936078	19878	10245	28428559	1389594	520996	21172474	3424144	1224166	414625	595399
bm092	Endosperm	PH207	NA	1	TRUE	43591504	35874752	7660720	38630	17402	37498931	4376483	1698688	26790001	11278618	3595347	460181	1620971
bm093	Endosperm	Oh43	NA	1	TRUE	27682647	19350959	8298743	20101	12844	23907262	2965356	797185	14660991	9018217	1627713	320063	734413
bm094	Endosperm	Ny821	NA	1	TRUE	34055158	28584454	5425317	32430	12957	29396442	3167082	1478677	22274718	9279457	2110689	266554	1454803
bm095	Endosperm	NKS8326	NA	1	TRUE	30944802	24814024	6091458	26721	12599	28008894	2071404	851905	20752157	5010202	1146855	517211	893835
bm096	Endosperm	NKH8431	NA	1	TRUE	36059349	27548882	8441007	31886	37574	30932415	2959012	2130348	48378356	0	4640706	1402677	4414948
bm097	Endosperm	NC230	NA	1	TRUE	31230413	25868177	5311250	34440	16546	28080404	1727134	1406329	21717653	5006085	1109198	344571	1314031
bm098	Endosperm	MoG	NA	1	TRUE	30992017	26341825	4613748	26559	9885	27707113	2432642	842377	21678807	7240083	1583412	233125	925514
bm099	Endosperm	Mo45	NA	1	TRUE	32786568	26632242	6109145	31002	14179	28006954	3327797	1437638	19831076	8556251	2548861	354033	1363282
bm100	Endosperm	Mo17	NA	1	TRUE	36395847	30589886	5763300	30883	11778	33098387	2358063	927619	25545727	5666673	1634290	612038	1007128
bm101	Endosperm	LH93	NA	1	TRUE	30648287	25767481	4835727	31677	13402	26800490	2286223	1548172	20362422	6133896	1807957	319156	1451080
bm102	Endosperm	PHG35	NA	1	TRUE	33781248	27351043	6392338	25965	11902	30936411	1852476	980459	23616758	4556828	1145665	238054	1037023
bm103	Seedling	LH123Ht	NA	1	TRUE	38875284	31432889	7388545	37060	16790	34568968	2262413	2027113	57043856	0	4418574	980113	4212807
bm104	Root	W64A	NA	1	TRUE	33282102	28211263	5030247	29453	11139	29140265	1741400	2389298	47909014	0	5082948	839858	4919941
bm105	Root	Q381	NA	1	TRUE	28434279	22633226	5762275	27256	11522	25241988	1627855	1552914	17817832	4031243	1898471	308076	1509392
bm106	Root	PHW65	NA	1	TRUE	29004431	23663217	5292341	33157	15716	24198024	1448820	3341871	17794587	3291051	1612156	278147	2962840
bm107	Root	PHN11	NA	1	TRUE	31103218	25567387	5493244	29532	13055	27727513	1681862	1680788	20413313	4093222	1956724	364934	1631526
bm108	Root	PHJ40	NA	1	TRUE	32746913	27103045	5600667	26907	16294	27518270	1660166	3552183	20664136	3850102	1776561	291840	3222781
bm109	Root	PHG83	NA	1	TRUE	34366589	29615493	4699596	35346	16154	31362845	1537611	1449979	53323073	0	4141938	878322	3186380
bm110	Root	PHG72	NA	1	TRUE	31833991	27198838	4573076	44375	17702	27294366	1511974	3009949	20933213	3752571	2016297	332918	2763175
bm111	Root	PHG50	NA	1	TRUE	33357741	26831829	6462818	39897	23197	29869990	1663911	1800643	48809924	0	4081179	950462	3781176
bm112	Root	PHG47	NA	1	TRUE	30551360	25066495	5447974	26585	10306	27632892	1530808	1377354	20487805	3724275	1793397	343677	1324613
bm113	Root	PHG39	NA	1	TRUE	32475622	28234793	4192931	35457	12441	28706815	1385726	2370640	23083394	3249545	1536659	320889	2242208
bm114	Root	PHG35	NA	1	TRUE	32184377	26617832	5528587	27758	10200	29334097	1531185	1308895	21997303	3730281	1905293	326682	1255086
bm115	Root	PHG29	NA	1	TRUE	36259245	29699188	6515856	31330	12871	31204990	1700564	3340820	23169184	4149573	1985365	382693	2929138
bm116	Root	PHB47	NA	1	TRUE	22990459	16878315	6088401	14630	9113	21079074	1036151	866121	33190818	0	2779700	536453	1780072
bm117	Root	PH207	NA	1	TRUE	26061840	21365594	4604789	55804	35653	17243540	1228711	7553936	12762504	2494768	1006542	243602	6626325
bm118	Root	Oh43	NA	1	TRUE	22073177	18543240	3495151	22997	11789	19620256	1198120	1243012	14950006	2751495	1247794	232488	1229531
bm119	Root	Ny821	NA	1	TRUE	30666992	25100425	5513738	34220	18609	25631417	1600547	3416419	18895829	3833544	1744407	285575	3052011
bm120	Root	NKS8326	NA	1	TRUE	24884202	20667707	4181431	24145	10919	20333166	1104042	3436075	15378397	2640570	1225289	227409	3027920
bm121	Root	NKH8431	NA	1	TRUE	24954924	21104252	3825212	18333	7127	22484331	1370295	1093171	17288651	2870493	1406882	277245	1323175
bm122	Root	NC230	NA	1	TRUE	29103668	25620244	3443231	29941	10252	25284458	1278838	2530120	43503353	0	3396090	646027	5064171
bm123	Root	MoG	NA	1	TRUE	35387512	28301537	7028937	39704	17334	31633467	1899442	1837269	22724735	4535875	2153139	353614	1740450
bm124	Root	Mo45	NA	1	TRUE	30168200	23266616	6825164	50162	26258	21220598	1385136	7536208	14631444	3082773	1265193	230172	6278690
bm125	Root	Mo44	NA	1	TRUE	33004557	27556171	5392164	38591	17631	29478545	1821014	1687367	22129142	4345201	2045536	383576	1679277
bm126	Root	Mo17	NA	1	TRUE	31774110	28155440	3563622	40206	14842	27957787	1406685	2394796	22861599	3355572	1565246	342195	2265216
bm127	Root	LH93	NA	1	TRUE	36122091	28975055	7092972	35925	18139	32141843	2040007	1922102	23241956	4736434	2082759	371745	1900799
bm128	Root	LH85	NA	1	TRUE	31481756	26044504	5388078	34349	14825	27940964	1825563	1700404	45300496	0	4888154	785744	3909070
bm129	Root	LH156	NA	1	TRUE	31606270	26397440	5153538	37726	17566	25614152	1574702	4399850	42139034	0	4109395	719641	8648191
bm130	Root	LH145	NA	1	TRUE	31612063	26589670	4981687	29463	11243	28939008	1427941	1233871	48140746	0	4315027	794184	2720442
bm131	Root	LH123Ht	NA	1	TRUE	32877109	26422502	6394485	40023	20099	25676675	1509557	5670778	18690990	3424731	1529314	304258	4889006
bm132	Root	H99	NA	1	TRUE	27070293	22253549	4767424	34256	15064	24395049	1310537	1349643	18011012	2845609	1674298	290655	1448720
bm133	Root	DKHBA1	NA	1	TRUE	31096863	24098439	6929670	44586	24168	19928656	1296008	9848031	13554177	2882545	1295059	238280	8217353
bm134	Root	DKFAPW	NA	1	TRUE	28995921	22813024	6144805	26243	11849	25935396	1561320	1487356	18429215	3330981	1561072	322153	1563430
bm135	Root	CR1Ht	NA	1	TRUE	29430229	23778438	5564642	63169	23980	19223028	1283326	8899895	31180035	0	2914418	527224	16841389
bm136	Root	B84	NA	1	TRUE	27661964	22177948	5450902	22945	10169	22661847	1317681	3672267	36204878	0	3908744	670683	6947720
bm137	Root	B73	NA	1	TRUE	30748861	23566815	7145589	24176	12281	28764311	1075845	896424	45155343	0	4656382	889416	2294484
bm138	Root	AS5707	NA	1	TRUE	30841788	23913138	6875781	37633	15236	22540006	1522841	6763705	35262512	0	3996770	664912	12614140
bm139	Seedling	W64A	NA	1	TRUE	33264994	28217245	5007223	28744	11782	30133443	1716410	1403359	23772362	4077423	1344409	371999	1421059
bm140	Seedling	Q381	NA	1	TRUE	35464621	30337355	5083438	32613	11215	31714654	1698212	2040540	25066895	4152818	1685379	361029	1909214
bm141	Seedling	PHW65	NA	1	TRUE	38907323	33071121	5782264	37622	16316	35487663	2037702	1365642	28243912	4657398	1471458	396286	1409992
bm142	Seedling	PHN11	NA	1	TRUE	35886940	29568311	6273432	32571	12626	31911742	1763656	2198916	24335192	4211813	1491854	408709	2020886
bm143	Seedling	PHJ40	NA	1	TRUE	36857394	31586565	5217247	38473	15109	33408001	1928212	1506072	26464974	4698770	1723218	372194	1498279
bm144	Seedling	PHG83	NA	1	TRUE	37724758	31675097	6002349	33222	14090	35333937	1514194	862537	27900089	3577638	1325056	388530	957519
bm145	Seedling	PHG72	NA	1	TRUE	34178817	28601300	5527043	35782	14692	30742115	1465811	1956199	24068302	3513970	1236539	357773	1810397
bm146	Seedling	PHG50	NA	1	TRUE	31513700	28032870	3438374	31480	10976	28938418	1464808	1099498	24111055	3416809	1249481	359076	1139690
bm147	Seedling	PHG47	NA	1	TRUE	39592340	30856102	8688344	29049	18845	35679055	1932397	1962043	25678496	4781756	1478810	333884	1765724
bm148	Seedling	PHG39	NA	1	TRUE	31620503	26460354	5120625	28503	11021	29115349	1498746	995387	22885803	3551834	1098066	344442	989974
bm149	Seedling	PHG35	NA	1	TRUE	35279891	29952072	5277542	36482	13795	31407165	1882309	1976622	24664421	4505865	1572896	368246	1915556
bm150	Seedling	PHG29	NA	1	TRUE	31422043	27137437	4244778	28991	10837	28590672	1396584	1423950	22974144	3402896	1328967	313398	1404248
bm151	Seedling	PHB47	NA	1	TRUE	38031885	32272433	5708757	35893	14802	34538196	1746952	1731935	59136694	0	3752068	918169	3634064
bm152	Seedling	PH207	NA	1	TRUE	30468094	26010962	4411830	32964	12338	27277508	1460904	1717344	21978263	3380163	942806	338072	1665578
bm153	Seedling	Oh43	NA	1	TRUE	30751615	26440145	4270576	29630	11264	28044354	1556053	1139944	22699725	3784445	1061122	308713	1144962
bm154	Seedling	Ny821	NA	1	TRUE	30751628	26483135	4226900	30299	11294	27397153	1457730	1885451	21970676	3440803	1247506	331388	1784335
bm155	Seedling	NKS8326	NA	1	TRUE	39360638	33464228	5850044	34056	12310	36102168	1959640	1286520	28691692	4676651	1567190	428029	1295451
bm156	Seedling	NKH8431	NA	1	TRUE	34183592	29399014	4738400	32839	13339	30936361	1624122	1609770	24929503	3560503	1264211	367057	1688479
bm157	Seedling	NC230	NA	1	TRUE	37361084	32429685	4877121	39689	14589	33833804	1805949	1706742	27559075	4112603	1342648	386957	1734021
bm158	Seedling	MoG	NA	1	TRUE	28670454	23752251	4880922	26987	10294	25564212	1553037	1542911	19882830	3701289	980728	304344	1432165
bm159	Seedling	Mo45	NA	1	TRUE	36858884	29579394	7225160	38799	15531	33496956	1886870	1459527	25170687	4346867	1244417	385628	1432810
bm160	Seedling	Mo44	NA	1	TRUE	28822411	24247547	4540373	24510	9981	26113509	1486856	1212065	43653909	0	3662710	716253	2512812
bm161	Seedling	Mo17	NA	1	TRUE	29398268	25334110	4026379	27003	10776	26277129	1318834	1791529	21446401	3032884	874531	313414	1679587
bm162	Seedling	LH93	NA	1	TRUE	34875590	29125799	5706380	30820	12591	32049424	1694292	1119283	25173301	3952243	1199735	372300	1095242
bm163	Seedling	LH85	NA	2	TRUE	39602121	32688368	6864190	35895	13668	35318278	2351052	1919123	26978004	5518070	1752056	394944	1892993
bm164	Seedling	LH156	NA	1	TRUE	29341696	25233597	4077013	22727	8359	26570538	1775485	987314	21295665	4068469	1210880	320879	1110308
bm165	Seedling	LH145	NA	1	TRUE	31260105	25326613	5886478	33183	13831	27137393	1687070	2421811	20328069	4041655	1197044	341898	2210913
