SampleID	Tissue	Genotype	Treatment	Replicate	paired	inbred
bm332	Endosperm	Ny821xMo17		1	TRUE	FALSE
bm333	Endosperm	Ny821xPH207		1	TRUE	FALSE
bm334	Endosperm	Oh43xB73		1	TRUE	FALSE
bm335	Internode	Oh43xB73		1	TRUE	FALSE
bm336	Leaf	Oh43xB73		1	TRUE	FALSE
bm337	Root	Oh43xB73		1	TRUE	FALSE
bm338	Seedling	Oh43xB73		1	TRUE	FALSE
bm339	Endosperm	Oh43xMo17		1	TRUE	FALSE
bm340	Endosperm	Oh43xPH207		1	TRUE	FALSE
bm341	Leaf	PH207xB73		1	TRUE	FALSE
bm342	Root	PH207xB73		1	TRUE	FALSE
bm343	Endosperm	PH207xB73		1	TRUE	FALSE
bm344	Seedling	PH207xB73		1	TRUE	FALSE
bm345	Internode	PH207xB73		1	TRUE	FALSE
bm346	Endosperm	PH207xMo17		1	TRUE	FALSE
bm347	Internode	PHB47xB73		1	TRUE	FALSE
bm348	Leaf	PHB47xB73		1	TRUE	FALSE
bm349	Root	PHB47xB73		1	TRUE	FALSE
bm350	Endosperm	PHB47xB73		1	TRUE	FALSE
bm351	Seedling	PHB47xB73		1	TRUE	FALSE
bm352	Seedling	PHB47xMo17		1	TRUE	FALSE
bm353	Internode	PHB47xMo17		1	TRUE	FALSE
bm354	Leaf	PHB47xMo17		1	TRUE	FALSE
bm355	Root	PHB47xMo17		1	TRUE	FALSE
bm356	Endosperm	PHB47xMo17		1	TRUE	FALSE
bm357	Endosperm	PHB47xPH207		1	TRUE	FALSE
bm358	Internode	PHG29xB73		1	TRUE	FALSE
bm359	Leaf	PHG29xB73		1	TRUE	FALSE
bm360	Root	PHG29xB73		1	TRUE	FALSE
bm361	Endosperm	PHG29xB73		1	TRUE	FALSE
bm362	Seedling	PHG29xB73		1	TRUE	FALSE
bm363	Endosperm	PHG29xMo17		1	TRUE	FALSE
bm364	Endosperm	PHG29xPH207		1	TRUE	FALSE
bm365	Endosperm	PHG35xB73		1	TRUE	FALSE
bm366	Internode	PHG35xB73		1	TRUE	FALSE
bm367	Leaf	PHG35xB73		1	TRUE	FALSE
bm368	Root	PHG35xB73		1	TRUE	FALSE
bm369	Seedling	PHG35xB73		1	TRUE	FALSE
bm370	Seedling	PHG35xMo17		1	TRUE	FALSE
bm371	Internode	PHG35xMo17		1	TRUE	FALSE
bm372	Leaf	PHG35xMo17		1	TRUE	FALSE
bm373	Root	PHG35xMo17		1	TRUE	FALSE
bm374	Endosperm	PHG35xMo17		1	TRUE	FALSE
bm375	Endosperm	PHG35xPH207		1	TRUE	FALSE
bm376	Internode	PHG39xB73		1	TRUE	FALSE
bm377	Leaf	PHG39xB73		1	TRUE	FALSE
bm378	Root	PHG39xB73		1	TRUE	FALSE
bm379	Endosperm	PHG39xB73		1	TRUE	FALSE
bm380	Seedling	PHG39xB73		1	TRUE	FALSE
bm381	Seedling	PHG39xMo17		1	TRUE	FALSE
bm382	Leaf	PHG39xMo17		1	TRUE	FALSE
bm383	Root	PHG39xMo17		1	TRUE	FALSE
bm384	Endosperm	PHG39xMo17		1	TRUE	FALSE
bm385	Internode	PHG39xMo17		1	TRUE	FALSE
bm386	Endosperm	PHG39xPH207		1	TRUE	FALSE
bm387	Internode	PHG47xB73		1	TRUE	FALSE
bm388	Root	PHG47xB73		1	TRUE	FALSE
bm389	Leaf	PHG47xB73		1	TRUE	FALSE
bm390	Leaf	PHG47xB73		2	TRUE	FALSE
bm391	Endosperm	PHG47xB73		1	TRUE	FALSE
bm392	Internode	PHG47xMo17		1	TRUE	FALSE
bm393	Root	PHG47xMo17		1	TRUE	FALSE
bm394	Leaf	PHG47xMo17		1	TRUE	FALSE
bm395	Endosperm	PHG47xMo17		1	TRUE	FALSE
bm396	Seedling	PHG47xMo17		1	TRUE	FALSE
bm397	Endosperm	PHG47xPH207		1	TRUE	FALSE
bm398	Seedling	PHG50xB73		1	TRUE	FALSE
bm399	Endosperm	PHG50xB73		1	TRUE	FALSE
bm400	Internode	PHG50xB73		1	TRUE	FALSE
bm401	Leaf	PHG50xB73		1	TRUE	FALSE
bm402	Root	PHG50xB73		1	TRUE	FALSE
bm403	Seedling	PHG50xMo17		1	TRUE	FALSE
bm404	Endosperm	PHG50xMo17		1	TRUE	FALSE
bm405	Leaf	PHG50xMo17		1	TRUE	FALSE
bm406	Root	PHG50xMo17		1	TRUE	FALSE
bm407	Internode	PHG50xMo17		1	TRUE	FALSE
bm408	Endosperm	PHG50xPH207		1	TRUE	FALSE
bm409	Internode	PHG72xB73		1	TRUE	FALSE
bm410	Leaf	PHG72xB73		1	TRUE	FALSE
bm411	Root	PHG72xB73		1	TRUE	FALSE
bm412	Endosperm	PHG72xB73		1	TRUE	FALSE
bm413	Seedling	PHG72xB73		1	TRUE	FALSE
bm414	Endosperm	PHG72xMo17		1	TRUE	FALSE
bm415	Endosperm	PHG72xPH207		1	TRUE	FALSE
bm416	Endosperm	PHG83xB73		1	TRUE	FALSE
bm417	Endosperm	PHG83xMo17		1	TRUE	FALSE
bm418	Endosperm	PHG83xPH207		1	TRUE	FALSE
bm419	Seedling	PHJ40xB73		1	TRUE	FALSE
bm420	Endosperm	PHJ40xB73		1	TRUE	FALSE
bm421	Internode	PHJ40xB73		1	TRUE	FALSE
bm422	Leaf	PHJ40xB73		1	TRUE	FALSE
bm423	Root	PHJ40xB73		1	TRUE	FALSE
bm424	Endosperm	PHJ40xMo17		1	TRUE	FALSE
bm425	Internode	PHJ40xMo17		1	TRUE	FALSE
bm426	Leaf	PHJ40xMo17		1	TRUE	FALSE
bm427	Root	PHJ40xMo17		1	TRUE	FALSE
bm428	Seedling	PHJ40xMo17		1	TRUE	FALSE
bm429	Endosperm	PHJ40xPH207		1	TRUE	FALSE
bm430	Internode	PHN11xB73		1	TRUE	FALSE
bm431	Leaf	PHN11xB73		1	TRUE	FALSE
bm432	Root	PHN11xB73		1	TRUE	FALSE
bm433	Endosperm	PHN11xB73		1	TRUE	FALSE
bm434	Seedling	PHN11xB73		1	TRUE	FALSE
bm435	Leaf	PHN11xMo17		1	TRUE	FALSE
bm436	Root	PHN11xMo17		1	TRUE	FALSE
bm437	Seedling	PHN11xMo17		1	TRUE	FALSE
bm438	Endosperm	PHN11xPH207		1	TRUE	FALSE
bm439	Seedling	PHW65xB73		1	TRUE	FALSE
bm440	Internode	PHW65xB73		1	TRUE	FALSE
bm441	Root	PHW65xB73		1	TRUE	FALSE
bm442	Leaf	PHW65xB73		1	TRUE	FALSE
bm443	Leaf	PHW65xB73		2	TRUE	FALSE
bm444	Endosperm	PHW65xB73		1	TRUE	FALSE
bm445	Seedling	PHW65xMo17		1	TRUE	FALSE
bm446	Internode	PHW65xMo17		1	TRUE	FALSE
bm447	Leaf	PHW65xMo17		1	TRUE	FALSE
bm448	Root	PHW65xMo17		1	TRUE	FALSE
bm449	Endosperm	PHW65xMo17		1	TRUE	FALSE
bm450	Endosperm	PHW65xPH207		1	TRUE	FALSE
bm451	Seedling	Q381xB73		1	TRUE	FALSE
bm452	Leaf	Q381xB73		1	TRUE	FALSE
bm453	Root	Q381xB73		1	TRUE	FALSE
bm454	Endosperm	Q381xB73		2	TRUE	FALSE
bm455	Endosperm	Q381xB73		1	TRUE	FALSE
bm456	Endosperm	Q381xMo17		1	TRUE	FALSE
bm457	Endosperm	Q381xPH207		1	TRUE	FALSE
bm458	Endosperm	W64AxB73		1	TRUE	FALSE
bm459	Root	W64AxB73		1	TRUE	FALSE
bm460	Seedling	W64AxB73		1	TRUE	FALSE
bm461	Root	W64AxMo17		1	TRUE	FALSE
bm462	Seedling	W64AxMo17		1	TRUE	FALSE
bm463	Endosperm	W64AxMo17		1	TRUE	FALSE
bm464	Leaf	W64AxMo17		1	TRUE	FALSE
bm465	Leaf	W64AxMo17		2	TRUE	FALSE
bm466	Leaf	W64AxMo17xB73		1	TRUE	FALSE
bm467	Endosperm	W64AxPH207		1	TRUE	FALSE
