SampleID	Tissue	Genotype	Treatment	Replicate	total	passed	failed	pair	pair_bad	pair_dup	pair_map	pair_map_hq	pair_map_hq0	pair_map0	pair_orphan	pair_orphan_hq	pair_orphan_hq0	pair_orphan0	pair_unmap	unpair	unpair_bad	unpair_dup	unpair_map	unpair_map_hq	unpair_map_hq0	unpair_map0	unpair_unmap	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR1168436	embryo	B73	34DAP	1	23651371	22139141	1512230	22139141	0	0	21189548	20438257	16896514	17504078	0	0	0	0	949593	0	0	0	0	0	0	0	0	18226722	2355273	1939237	272298	949593
SRR1168437	embryo	B73	36DAP	1	15817589	15323926	493663	15323926	0	0	14603493	14101830	10394452	10753456	0	0	0	0	720433	0	0	0	0	0	0	0	0	12833450	1528179	1084292	184088	720433
SRR1169626	endosperm	B73	6DAP	1	13201493	12871332	330161	12871332	0	0	12414524	11999720	9528153	9851267	0	0	0	0	456808	0	0	0	0	0	0	0	0	11133565	1207986	750579	115576	456808
SRR1169627	endosperm	B73	8DAP	1	8887112	8778476	108636	8778476	0	0	8424675	8152356	7124954	7357099	0	0	0	0	353801	0	0	0	0	0	0	0	0	7613106	788195	464093	75157	353801
SRR1169628	endosperm	B73	10DAP	1	24344621	22213227	2131394	22213227	0	0	21114416	19535803	15763223	16963510	0	0	0	0	1098811	0	0	0	0	0	0	0	0	17525464	4934570	1692138	318201	1098811
SRR1169629	endosperm	B73	12DAP	1	17496530	16253570	1242960	16253570	0	0	15313471	13685111	11171725	12423519	0	0	0	0	940099	0	0	0	0	0	0	0	0	11922187	4982611	1474604	288320	940099
SRR1169630	endosperm	B73	12DAP	2	9577967	9464277	113690	9464277	0	0	9081942	7908202	6601903	7488593	0	0	0	0	382335	0	0	0	0	0	0	0	0	6713067	3636712	974892	220243	382335
SRR1169631	endosperm	B73	14DAP	1	27366862	24984755	2382107	24984755	0	0	23547356	20285255	15942706	18447240	0	0	0	0	1437399	0	0	0	0	0	0	0	0	16957943	10056627	2772484	554828	1437399
SRR1169632	endosperm	B73	14DAP	2	10481190	10344157	137033	10344157	0	0	9827660	8278803	6816679	7976479	0	0	0	0	516497	0	0	0	0	0	0	0	0	6822870	4869141	1192692	263241	516497
SRR1169633	endosperm	B73	16DAP	1	25171695	22743334	2428361	22743334	0	0	21585240	18690839	14870637	17199313	0	0	0	0	1158094	0	0	0	0	0	0	0	0	15359178	9122818	2841325	490336	1158094
SRR1169634	endosperm	B73	18DAP	1	22808957	20928030	1880927	20928030	0	0	19668771	17418877	13907881	15629007	0	0	0	0	1259259	0	0	0	0	0	0	0	0	14768998	7083994	2267126	382753	1259259
SRR1169635	endosperm	B73	18DAP	2	7491638	7414407	77231	7414407	0	0	6816478	5933057	5204883	5946548	0	0	0	0	597929	0	0	0	0	0	0	0	0	4933093	2673981	874561	125403	597929
SRR1169636	endosperm	B73	20DAP	1	17817227	16401975	1415252	16401975	0	0	15601161	13722593	10848419	12313583	0	0	0	0	800814	0	0	0	0	0	0	0	0	11372525	6011540	2039185	310883	800814
SRR1169637	endosperm	B73	22DAP	1	16399234	15708473	690761	15708473	0	0	14877189	12983085	10451056	11931737	0	0	0	0	831284	0	0	0	0	0	0	0	0	10750521	6174312	1918986	313578	831284
SRR1169639	endosperm	B73	24DAP	1	21294938	19505989	1788949	19505989	0	0	18651506	16096723	13001548	15030859	0	0	0	0	854483	0	0	0	0	0	0	0	0	13108423	8111564	2599536	388764	854483
SRR1169640	endosperm	B73	24DAP	2	10127909	9981647	146262	9981647	0	0	9640758	8416356	6957756	7902162	0	0	0	0	340889	0	0	0	0	0	0	0	0	7104190	3691936	1120679	191487	340889
SRR1169641	endosperm	B73	26DAP	1	6357574	6291664	65910	6291664	0	0	5377936	4735022	4158086	4717043	0	0	0	0	913728	0	0	0	0	0	0	0	0	4036258	1919048	628846	69918	913728
SRR1169642	endosperm	B73	28DAP	1	12856719	11963743	892976	11963743	0	0	11432275	10080843	8190329	9298571	0	0	0	0	531468	0	0	0	0	0	0	0	0	8243760	4372366	1633549	203534	531468
SRR1169643	endopserm	B73	30DAP	1	20267718	19036241	1231477	19036241	0	0	18210519	15756417	12842440	14852644	0	0	0	0	825722	0	0	0	0	0	0	0	0	12731851	8089011	2696655	327911	825722
SRR1169644	endosperm	B73	32DAP	1	18975289	17290839	1684450	17290839	0	0	16110474	14555708	11502561	12748546	0	0	0	0	1180365	0	0	0	0	0	0	0	0	12512528	4649367	1818656	224524	1180365
SRR1169645	endosperm	B73	34DAP	1	12415489	11949574	465915	11949574	0	0	11018380	10252560	7438826	7986645	0	0	0	0	931194	0	0	0	0	0	0	0	0	9071255	2306321	1065153	116152	931194
SRR1169646	endosperm	B73	36DAP	1	13208903	12222209	986694	12222209	0	0	11393817	10598241	8521349	9175471	0	0	0	0	828392	0	0	0	0	0	0	0	0	9246183	2482669	1213640	138418	828392
SRR1169647	endosperm	B73	38DAP	1	11920665	11068378	852287	11068378	0	0	10428553	10012296	8266613	8608533	0	0	0	0	639825	0	0	0	0	0	0	0	0	8864437	1406870	1034657	113202	639825
SRR1169648	seed	B73	0DAP	1	15933420	15300634	632786	15300634	0	0	14331173	13849994	11377313	11757835	0	0	0	0	969461	0	0	0	0	0	0	0	0	12450583	1552265	1220725	178686	969461
SRR1169649	seed	B73	2DAP	1	16005378	15436085	569293	15436085	0	0	14550934	14072030	11523373	11901435	0	0	0	0	885151	0	0	0	0	0	0	0	0	12903930	1536952	976364	191736	885151
SRR1169650	seed	B73	3DAP	1	10192726	10054056	138670	10054056	0	0	9391387	9094116	7641113	7881195	0	0	0	0	662669	0	0	0	0	0	0	0	0	8318401	942830	641555	134160	662669
SRR1169651	seed	B73	4DAP	1	15998935	15201500	797435	15201500	0	0	10602887	9905107	8268088	8805234	0	0	0	0	4598613	0	0	0	0	0	0	0	0	8506100	3635999	1251757	147250	4598613
SRR1169652	seed	B73	4DAP	2	8889906	8768570	121336	8768570	0	0	8140457	7875412	6611877	6824322	0	0	0	0	628113	0	0	0	0	0	0	0	0	7212909	831630	543587	118916	628113
SRR1169653	seed	B73	8DAP	1	18002641	17033896	968745	17033896	0	0	16217770	15701339	13016751	13428645	0	0	0	0	816126	0	0	0	0	0	0	0	0	14461324	1565917	1048547	191468	816126
SRR1169654	seed	B73	10DAP	1	13766712	13206006	560706	13206006	0	0	12143685	11419396	9395989	9962071	0	0	0	0	1062321	0	0	0	0	0	0	0	0	10326059	2354553	932807	160530	1062321
SRR1169655	seed	B73	12DAP	1	17624495	16857595	766900	16857595	0	0	15975795	14689330	12013919	13018621	0	0	0	0	881800	0	0	0	0	0	0	0	0	12932081	4005279	1468988	288261	881800
SRR1170937	seed	B73	16DAP	1	15103700	14668596	435104	14668596	0	0	13846987	12631137	9288010	10142951	0	0	0	0	821609	0	0	0	0	0	0	0	0	11137874	3628220	1281306	211957	821609
SRR1170938	seed	B73	16DAP	2	6092339	6045708	46631	6045708	0	0	5513011	5032095	4452337	4846324	0	0	0	0	532697	0	0	0	0	0	0	0	0	4433769	1431689	516591	81735	532697
SRR1170939	seed	B73	18DAP	1	18132072	16972061	1160011	16972061	0	0	16178415	14271212	11677795	13145206	0	0	0	0	793646	0	0	0	0	0	0	0	0	12158521	5740179	1827223	285468	793646
SRR1170940	seed	B73	18DAP	2	10990444	10820605	169839	10820605	0	0	10225545	9150001	7545837	8363933	0	0	0	0	595060	0	0	0	0	0	0	0	0	7922794	3221173	1037950	189257	595060
SRR1170941	seed	B73	20DAP	1	12760630	12240192	520438	12240192	0	0	11376793	10238865	8682362	9565659	0	0	0	0	863399	0	0	0	0	0	0	0	0	8995951	3334812	1077432	165482	863399
SRR1170942	seed	B73	20DAP	2	9891584	9761912	129672	9761912	0	0	9036223	8065070	6730780	7479235	0	0	0	0	725689	0	0	0	0	0	0	0	0	6937445	3079284	943501	184124	725689
SRR1170943	seed	B73	22DAP	1	12276187	11846727	429460	11846727	0	0	10334397	9242813	6686887	7431536	0	0	0	0	1512330	0	0	0	0	0	0	0	0	7927461	3272470	1154702	160650	1512330
SRR1170944	seed	B73	24DAP	1	20045789	18816847	1228942	18816847	0	0	17439133	15522799	12932294	14528642	0	0	0	0	1377714	0	0	0	0	0	0	0	0	13049970	5850530	2183165	289664	1377714
SRR1170945	seed	B73	24DAP	2	9542764	9410069	132695	9410069	0	0	8825833	7708678	6374162	7232838	0	0	0	0	584236	0	0	0	0	0	0	0	0	6457360	3463829	1072772	178546	584236
SRR1170946	seed	B73	28DAP	1	15625548	15060216	565332	15060216	0	0	13986749	12783769	10914441	11891135	0	0	0	0	1073467	0	0	0	0	0	0	0	0	11143584	3451415	1459145	181040	1073467
SRR1170947	seed	B73	30DAP	1	13416424	12705266	711158	12705266	0	0	11511321	11118421	8932223	9243507	0	0	0	0	1193945	0	0	0	0	0	0	0	0	10230405	1197372	768373	119643	1193945
SRR1170948	seed	B73	32DAP	1	17771733	17254260	517473	17254260	0	0	16291596	15695749	13697527	14201802	0	0	0	0	962664	0	0	0	0	0	0	0	0	14123871	1785673	1394342	177536	962664
SRR1170949	seed	B73	34DAP	1	13321618	12646454	675164	12646454	0	0	9767398	9358825	7986622	8316702	0	0	0	0	2879056	0	0	0	0	0	0	0	0	8487667	2079264	768778	102380	2879056
SRR1170950	seed	B73	36DAP	1	11680905	11317008	363897	11317008	0	0	10639131	10179737	7448429	7775213	0	0	0	0	677877	0	0	0	0	0	0	0	0	9158591	1328703	909507	111639	677877
SRR1170951	seed	B73	38DAP	1	13145403	12667163	478240	12667163	0	0	11366637	10977433	9407150	9731055	0	0	0	0	1300526	0	0	0	0	0	0	0	0	9939823	1189137	906187	131423	1300526
SRR1170952	seed	B73	6DAP	1	16071202	15378223	692979	15378223	0	0	14725512	14299336	11789218	12128567	0	0	0	0	652711	0	0	0	0	0	0	0	0	13051113	1303191	1039723	208500	652711
SRR1170953	seed	B73	26DAP	1	14612015	14098561	513454	14098561	0	0	13376402	11942479	10250026	11405399	0	0	0	0	722159	0	0	0	0	0	0	0	0	10302808	4143057	1440181	199490	722159
SRR1170954	seed	B73	26DAP	2	5831321	5784368	46953	5784368	0	0	5304506	4791801	4238458	4673962	0	0	0	0	479862	0	0	0	0	0	0	0	0	4170638	1536613	543909	77254	479862
SRR1170972	embryo	B73	22DAP	1	17613539	16773966	839573	16773966	0	0	16079274	15492960	13456926	13953579	0	0	0	0	694692	0	0	0	0	0	0	0	0	13732998	1801444	1530302	229660	694692
SRR1170973	embryo	B73	22DAP	2	10048381	9900185	148196	9900185	0	0	9198105	8904620	7440556	7678e3	0	0	0	0	702080	0	0	0	0	0	0	0	0	8094600	915614	678920	131100	702080
SRR1170974	embryo	B73	10DAP	1	14355495	13864712	490783	13864712	0	0	13183590	12764193	9391935	9693877	0	0	0	0	681122	0	0	0	0	0	0	0	0	11852392	1262669	781852	129949	681122
SRR1170979	embryo	B73	38DAP	1	15578669	14648572	930097	14648572	0	0	13906015	13386336	11114961	11536345	0	0	0	0	742557	0	0	0	0	0	0	0	0	11935768	1634465	1251612	198956	742557
SRR1522119	seed	B73	14DAP	1	19970576	18600950	1369626	18600950	0	0	17596998	15574323	12624374	14142952	0	0	0	0	1003952	0	0	0	0	0	0	0	0	13556431	6059206	1688131	329761	1003952
SRR1522125	seed	B73	14DAP	2	8488231	8373763	114468	8373763	0	0	7747451	6694715	5516335	6303455	0	0	0	0	626312	0	0	0	0	0	0	0	0	5675624	3231872	849476	169615	626312
