mid	gid	funcat	opt
trans-eQTL.hs02	Zm00001d043087		trans-eQTL
trans-eQTL.hs02	Zm00001d011771		trans-eQTL
trans-eQTL.hs02	Zm00001d027488		trans-eQTL
trans-eQTL.hs02	Zm00001d024952		trans-eQTL
trans-eQTL.hs02	Zm00001d011879		trans-eQTL
trans-eQTL.hs02	Zm00001d044461		trans-eQTL
trans-eQTL.hs02	Zm00001d030762		trans-eQTL
trans-eQTL.hs02	Zm00001d052385		trans-eQTL
trans-eQTL.hs02	Zm00001d021283		trans-eQTL
trans-eQTL.hs02	Zm00001d049786		trans-eQTL
trans-eQTL.hs02	Zm00001d048098		trans-eQTL
trans-eQTL.hs02	Zm00001d037180		trans-eQTL
trans-eQTL.hs02	Zm00001d053873		trans-eQTL
trans-eQTL.hs02	Zm00001d004889		trans-eQTL
trans-eQTL.hs02	Zm00001d016060		trans-eQTL
trans-eQTL.hs02	Zm00001d012655		trans-eQTL
trans-eQTL.hs02	Zm00001d044814		trans-eQTL
trans-eQTL.hs02	Zm00001d017042		trans-eQTL
trans-eQTL.hs02	Zm00001d021243		trans-eQTL
trans-eQTL.hs02	Zm00001d024420		trans-eQTL
trans-eQTL.hs02	Zm00001d012474		trans-eQTL
trans-eQTL.hs02	Zm00001d006030		trans-eQTL
trans-eQTL.hs02	Zm00001d026690		trans-eQTL
trans-eQTL.hs02	Zm00001d035440		trans-eQTL
trans-eQTL.hs03	Zm00001d043204		trans-eQTL
trans-eQTL.hs03	Zm00001d027996		trans-eQTL
trans-eQTL.hs03	Zm00001d043462		trans-eQTL
trans-eQTL.hs03	Zm00001d038135		trans-eQTL
trans-eQTL.hs03	Zm00001d028967		trans-eQTL
trans-eQTL.hs03	Zm00001d021645		trans-eQTL
trans-eQTL.hs03	Zm00001d007118		trans-eQTL
trans-eQTL.hs03	Zm00001d046595		trans-eQTL
trans-eQTL.hs03	Zm00001d040712		trans-eQTL
trans-eQTL.hs03	Zm00001d038282		trans-eQTL
trans-eQTL.hs03	Zm00001d052321		trans-eQTL
trans-eQTL.hs03	Zm00001d032430		trans-eQTL
trans-eQTL.hs03	Zm00001d039301		trans-eQTL
trans-eQTL.hs03	Zm00001d040293		trans-eQTL
trans-eQTL.hs03	Zm00001d047110		trans-eQTL
trans-eQTL.hs03	Zm00001d020225		trans-eQTL
trans-eQTL.hs03	Zm00001d045893		trans-eQTL
trans-eQTL.hs03	Zm00001d021903		trans-eQTL
trans-eQTL.hs03	Zm00001d005874		trans-eQTL
trans-eQTL.hs03	Zm00001d023376		trans-eQTL
trans-eQTL.hs03	Zm00001d012611		trans-eQTL
trans-eQTL.hs03	Zm00001d025825		trans-eQTL
trans-eQTL.hs03	Zm00001d016765		trans-eQTL
trans-eQTL.hs03	Zm00001d015435		trans-eQTL
trans-eQTL.hs03	Zm00001d050914		trans-eQTL
trans-eQTL.hs03	Zm00001d008800		trans-eQTL
trans-eQTL.hs03	Zm00001d016694		trans-eQTL
trans-eQTL.hs03	Zm00001d033912		trans-eQTL
trans-eQTL.hs03	Zm00001d008377		trans-eQTL
trans-eQTL.hs03	Zm00001d008898		trans-eQTL
trans-eQTL.hs03	Zm00001d011742		trans-eQTL
trans-eQTL.hs03	Zm00001d025034		trans-eQTL
trans-eQTL.hs03	Zm00001d035913		trans-eQTL
trans-eQTL.hs04	Zm00001d052738		trans-eQTL
trans-eQTL.hs04	Zm00001d039280		trans-eQTL
trans-eQTL.hs04	Zm00001d037273		trans-eQTL
trans-eQTL.hs04	Zm00001d034250		trans-eQTL
trans-eQTL.hs04	Zm00001d013128		trans-eQTL
trans-eQTL.hs04	Zm00001d040705		trans-eQTL
trans-eQTL.hs04	Zm00001d037307		trans-eQTL
trans-eQTL.hs04	Zm00001d018931		trans-eQTL
trans-eQTL.hs04	Zm00001d037582		trans-eQTL
trans-eQTL.hs04	Zm00001d029673		trans-eQTL
trans-eQTL.hs04	Zm00001d023987		trans-eQTL
trans-eQTL.hs04	Zm00001d044069		trans-eQTL
trans-eQTL.hs04	Zm00001d002893		trans-eQTL
trans-eQTL.hs04	Zm00001d011692		trans-eQTL
trans-eQTL.hs04	Zm00001d025687		trans-eQTL
trans-eQTL.hs04	Zm00001d024540		trans-eQTL
trans-eQTL.hs04	Zm00001d021396		trans-eQTL
trans-eQTL.hs04	Zm00001d011850		trans-eQTL
trans-eQTL.hs04	Zm00001d020037		trans-eQTL
trans-eQTL.hs04	Zm00001d013095		trans-eQTL
trans-eQTL.hs04	Zm00001d021491		trans-eQTL
trans-eQTL.hs04	Zm00001d005472		trans-eQTL
trans-eQTL.hs04	Zm00001d002292		trans-eQTL
trans-eQTL.hs04	Zm00001d000147		trans-eQTL
trans-eQTL.hs04	Zm00001d050081		trans-eQTL
trans-eQTL.hs04	Zm00001d040344		trans-eQTL
trans-eQTL.hs05	Zm00001d053448		trans-eQTL
trans-eQTL.hs05	Zm00001d022347		trans-eQTL
trans-eQTL.hs05	Zm00001d027880		trans-eQTL
trans-eQTL.hs05	Zm00001d019680		trans-eQTL
trans-eQTL.hs05	Zm00001d037624		trans-eQTL
trans-eQTL.hs05	Zm00001d042686		trans-eQTL
trans-eQTL.hs05	Zm00001d040783		trans-eQTL
trans-eQTL.hs05	Zm00001d051479		trans-eQTL
trans-eQTL.hs05	Zm00001d030584		trans-eQTL
trans-eQTL.hs05	Zm00001d030345		trans-eQTL
trans-eQTL.hs05	Zm00001d039654		trans-eQTL
trans-eQTL.hs06	Zm00001d014609		trans-eQTL
trans-eQTL.hs06	Zm00001d018708		trans-eQTL
trans-eQTL.hs06	Zm00001d012982		trans-eQTL
trans-eQTL.hs06	Zm00001d038374		trans-eQTL
trans-eQTL.hs06	Zm00001d041635		trans-eQTL
trans-eQTL.hs06	Zm00001d045335		trans-eQTL
trans-eQTL.hs06	Zm00001d045069		trans-eQTL
trans-eQTL.hs06	Zm00001d020219		trans-eQTL
trans-eQTL.hs06	Zm00001d002315		trans-eQTL
trans-eQTL.hs06	Zm00001d024521		trans-eQTL
trans-eQTL.hs06	Zm00001d000443		trans-eQTL
trans-eQTL.hs06	Zm00001d052810		trans-eQTL
trans-eQTL.hs06	Zm00001d039931		trans-eQTL
trans-eQTL.hs06	Zm00001d025932		trans-eQTL
trans-eQTL.hs06	Zm00001d015231		trans-eQTL
trans-eQTL.hs06	Zm00001d043197		trans-eQTL
trans-eQTL.hs06	Zm00001d000408		trans-eQTL
trans-eQTL.hs06	Zm00001d053634		trans-eQTL
trans-eQTL.hs06	Zm00001d004009		trans-eQTL
trans-eQTL.hs06	Zm00001d038999		trans-eQTL
trans-eQTL.hs06	Zm00001d048355		trans-eQTL
trans-eQTL.hs06	Zm00001d023263		trans-eQTL
trans-eQTL.hs06	Zm00001d025763		trans-eQTL
trans-eQTL.hs06	Zm00001d040599		trans-eQTL
trans-eQTL.hs06	Zm00001d036573		trans-eQTL
trans-eQTL.hs06	Zm00001d037806		trans-eQTL
trans-eQTL.hs06	Zm00001d048823		trans-eQTL
trans-eQTL.hs06	Zm00001d025567		trans-eQTL
trans-eQTL.hs06	Zm00001d036137		trans-eQTL
trans-eQTL.hs06	Zm00001d020309		trans-eQTL
trans-eQTL.hs06	Zm00001d043086		trans-eQTL
trans-eQTL.hs06	Zm00001d035312		trans-eQTL
trans-eQTL.hs07	Zm00001d006439		trans-eQTL
trans-eQTL.hs07	Zm00001d009965		trans-eQTL
trans-eQTL.hs07	Zm00001d038667		trans-eQTL
trans-eQTL.hs07	Zm00001d052021		trans-eQTL
trans-eQTL.hs07	Zm00001d006057		trans-eQTL
trans-eQTL.hs07	Zm00001d015612		trans-eQTL
trans-eQTL.hs07	Zm00001d006510		trans-eQTL
trans-eQTL.hs07	Zm00001d026671		trans-eQTL
trans-eQTL.hs07	Zm00001d026370		trans-eQTL
trans-eQTL.hs07	Zm00001d005763		trans-eQTL
trans-eQTL.hs07	Zm00001d039865		trans-eQTL
trans-eQTL.hs07	Zm00001d044702		trans-eQTL
trans-eQTL.hs07	Zm00001d013335		trans-eQTL
trans-eQTL.hs07	Zm00001d031496		trans-eQTL
trans-eQTL.hs07	Zm00001d038522		trans-eQTL
trans-eQTL.hs07	Zm00001d012127		trans-eQTL
trans-eQTL.hs07	Zm00001d050104		trans-eQTL
trans-eQTL.hs07	Zm00001d010972		trans-eQTL
trans-eQTL.hs07	Zm00001d004739		trans-eQTL
trans-eQTL.hs07	Zm00001d005912		trans-eQTL
trans-eQTL.hs07	Zm00001d039914		trans-eQTL
trans-eQTL.hs07	Zm00001d017199		trans-eQTL
trans-eQTL.hs07	Zm00001d046972		trans-eQTL
trans-eQTL.hs07	Zm00001d042233		trans-eQTL
trans-eQTL.hs07	Zm00001d020532		trans-eQTL
trans-eQTL.hs07	Zm00001d014742		trans-eQTL
trans-eQTL.hs07	Zm00001d017862		trans-eQTL
trans-eQTL.hs07	Zm00001d009773		trans-eQTL
trans-eQTL.hs07	Zm00001d045965		trans-eQTL
trans-eQTL.hs07	Zm00001d000021		trans-eQTL
trans-eQTL.hs07	Zm00001d007059		trans-eQTL
trans-eQTL.hs07	Zm00001d046336		trans-eQTL
trans-eQTL.hs07	Zm00001d052380		trans-eQTL
trans-eQTL.hs07	Zm00001d012966		trans-eQTL
trans-eQTL.hs07	Zm00001d048621		trans-eQTL
trans-eQTL.hs08	Zm00001d048272		trans-eQTL
trans-eQTL.hs08	Zm00001d048526		trans-eQTL
trans-eQTL.hs08	Zm00001d008411		trans-eQTL
trans-eQTL.hs08	Zm00001d042272		trans-eQTL
trans-eQTL.hs08	Zm00001d040617		trans-eQTL
trans-eQTL.hs08	Zm00001d033058		trans-eQTL
trans-eQTL.hs08	Zm00001d032708		trans-eQTL
trans-eQTL.hs08	Zm00001d049615		trans-eQTL
trans-eQTL.hs08	Zm00001d046788		trans-eQTL
trans-eQTL.hs08	Zm00001d048470		trans-eQTL
trans-eQTL.hs08	Zm00001d015239		trans-eQTL
trans-eQTL.hs08	Zm00001d015118		trans-eQTL
trans-eQTL.hs08	Zm00001d025354		trans-eQTL
trans-eQTL.hs08	Zm00001d048454		trans-eQTL
trans-eQTL.hs08	Zm00001d018864		trans-eQTL
trans-eQTL.hs08	Zm00001d013383		trans-eQTL
trans-eQTL.hs08	Zm00001d007288		trans-eQTL
trans-eQTL.hs08	Zm00001d047917		trans-eQTL
trans-eQTL.hs08	Zm00001d036981		trans-eQTL
trans-eQTL.hs08	Zm00001d009352		trans-eQTL
trans-eQTL.hs08	Zm00001d008874		trans-eQTL
trans-eQTL.hs08	Zm00001d048860		trans-eQTL
trans-eQTL.hs08	Zm00001d050253		trans-eQTL
trans-eQTL.hs08	Zm00001d019553		trans-eQTL
trans-eQTL.hs08	Zm00001d025793		trans-eQTL
trans-eQTL.hs08	Zm00001d048562		trans-eQTL
trans-eQTL.hs09	Zm00001d027988		trans-eQTL
trans-eQTL.hs09	Zm00001d010411		trans-eQTL
trans-eQTL.hs09	Zm00001d025567		trans-eQTL
trans-eQTL.hs09	Zm00001d044553		trans-eQTL
trans-eQTL.hs09	Zm00001d009918		trans-eQTL
trans-eQTL.hs09	Zm00001d033194		trans-eQTL
trans-eQTL.hs09	Zm00001d053983		trans-eQTL
trans-eQTL.hs09	Zm00001d032773		trans-eQTL
trans-eQTL.hs09	Zm00001d045102		trans-eQTL
trans-eQTL.hs09	Zm00001d037495		trans-eQTL
trans-eQTL.hs09	Zm00001d035598		trans-eQTL
trans-eQTL.hs09	Zm00001d027613		trans-eQTL
trans-eQTL.hs09	Zm00001d042653		trans-eQTL
trans-eQTL.hs09	Zm00001d043742		trans-eQTL
trans-eQTL.hs09	Zm00001d005762		trans-eQTL
trans-eQTL.hs09	Zm00001d029038		trans-eQTL
trans-eQTL.hs09	Zm00001d016465		trans-eQTL
trans-eQTL.hs09	Zm00001d043422		trans-eQTL
trans-eQTL.hs09	Zm00001d018004		trans-eQTL
trans-eQTL.hs09	Zm00001d034705		trans-eQTL
trans-eQTL.hs09	Zm00001d048551		trans-eQTL
trans-eQTL.hs09	Zm00001d021718		trans-eQTL
trans-eQTL.hs09	Zm00001d011750		trans-eQTL
trans-eQTL.hs09	Zm00001d030518		trans-eQTL
trans-eQTL.hs09	Zm00001d052273		trans-eQTL
trans-eQTL.hs09	Zm00001d049485		trans-eQTL
trans-eQTL.hs09	Zm00001d043047		trans-eQTL
trans-eQTL.hs09	Zm00001d042738		trans-eQTL
trans-eQTL.hs09	Zm00001d049768		trans-eQTL
trans-eQTL.hs09	Zm00001d050910		trans-eQTL
trans-eQTL.hs09	Zm00001d027488		trans-eQTL
trans-eQTL.hs09	Zm00001d032517		trans-eQTL
trans-eQTL.hs09	Zm00001d013113		trans-eQTL
trans-eQTL.hs09	Zm00001d035086		trans-eQTL
trans-eQTL.hs09	Zm00001d048583		trans-eQTL
trans-eQTL.hs09	Zm00001d028562		trans-eQTL
trans-eQTL.hs09	Zm00001d012557		trans-eQTL
trans-eQTL.hs09	Zm00001d038147		trans-eQTL
trans-eQTL.hs09	Zm00001d017840		trans-eQTL
trans-eQTL.hs09	Zm00001d039717		trans-eQTL
trans-eQTL.hs09	Zm00001d042363		trans-eQTL
trans-eQTL.hs09	Zm00001d019184		trans-eQTL
trans-eQTL.hs09	Zm00001d025991		trans-eQTL
trans-eQTL.hs09	Zm00001d022313		trans-eQTL
trans-eQTL.hs09	Zm00001d020840		trans-eQTL
trans-eQTL.hs09	Zm00001d046472		trans-eQTL
trans-eQTL.hs09	Zm00001d007080		trans-eQTL
trans-eQTL.hs09	Zm00001d053925		trans-eQTL
trans-eQTL.hs09	Zm00001d023659		trans-eQTL
trans-eQTL.hs09	Zm00001d050811		trans-eQTL
trans-eQTL.hs09	Zm00001d008898		trans-eQTL
trans-eQTL.hs09	Zm00001d041345		trans-eQTL
trans-eQTL.hs09	Zm00001d050251		trans-eQTL
trans-eQTL.hs09	Zm00001d004672		trans-eQTL
trans-eQTL.hs09	Zm00001d038894		trans-eQTL
trans-eQTL.hs09	Zm00001d045174		trans-eQTL
trans-eQTL.hs09	Zm00001d048083		trans-eQTL
trans-eQTL.hs09	Zm00001d016606		trans-eQTL
trans-eQTL.hs09	Zm00001d034406		trans-eQTL
trans-eQTL.hs09	Zm00001d011812		trans-eQTL
trans-eQTL.hs09	Zm00001d047512		trans-eQTL
trans-eQTL.hs09	Zm00001d022025		trans-eQTL
trans-eQTL.hs09	Zm00001d040435		trans-eQTL
trans-eQTL.hs09	Zm00001d039135		trans-eQTL
trans-eQTL.hs09	Zm00001d016134		trans-eQTL
trans-eQTL.hs09	Zm00001d019563		trans-eQTL
trans-eQTL.hs09	Zm00001d002599		trans-eQTL
trans-eQTL.hs09	Zm00001d024783		trans-eQTL
trans-eQTL.hs09	Zm00001d019898		trans-eQTL
trans-eQTL.hs09	Zm00001d050184		trans-eQTL
trans-eQTL.hs09	Zm00001d045220		trans-eQTL
trans-eQTL.hs09	Zm00001d012958		trans-eQTL
trans-eQTL.hs09	Zm00001d028591		trans-eQTL
trans-eQTL.hs09	Zm00001d018030		trans-eQTL
trans-eQTL.hs09	Zm00001d019145		trans-eQTL
trans-eQTL.hs09	Zm00001d039687		trans-eQTL
trans-eQTL.hs09	Zm00001d016301		trans-eQTL
trans-eQTL.hs09	Zm00001d017441		trans-eQTL
trans-eQTL.hs09	Zm00001d012888		trans-eQTL
trans-eQTL.hs09	Zm00001d025761		trans-eQTL
trans-eQTL.hs09	Zm00001d036834		trans-eQTL
trans-eQTL.hs09	Zm00001d018902		trans-eQTL
trans-eQTL.hs09	Zm00001d012269		trans-eQTL
trans-eQTL.hs09	Zm00001d010336		trans-eQTL
trans-eQTL.hs09	Zm00001d025924		trans-eQTL
trans-eQTL.hs09	Zm00001d029856		trans-eQTL
trans-eQTL.hs09	Zm00001d031071		trans-eQTL
trans-eQTL.hs09	Zm00001d049545		trans-eQTL
trans-eQTL.hs09	Zm00001d038126		trans-eQTL
trans-eQTL.hs09	Zm00001d018393		trans-eQTL
trans-eQTL.hs09	Zm00001d021145		trans-eQTL
trans-eQTL.hs09	Zm00001d033637		trans-eQTL
trans-eQTL.hs09	Zm00001d022372		trans-eQTL
trans-eQTL.hs09	Zm00001d032536		trans-eQTL
trans-eQTL.hs09	Zm00001d017928		trans-eQTL
trans-eQTL.hs09	Zm00001d015421		trans-eQTL
trans-eQTL.hs09	Zm00001d053432		trans-eQTL
trans-eQTL.hs09	Zm00001d000126		trans-eQTL
trans-eQTL.hs09	Zm00001d034731		trans-eQTL
trans-eQTL.hs09	Zm00001d030939		trans-eQTL
trans-eQTL.hs09	Zm00001d039893		trans-eQTL
trans-eQTL.hs09	Zm00001d024672		trans-eQTL
trans-eQTL.hs09	Zm00001d021441		trans-eQTL
trans-eQTL.hs09	Zm00001d006520		trans-eQTL
trans-eQTL.hs09	Zm00001d052682		trans-eQTL
trans-eQTL.hs09	Zm00001d028229		trans-eQTL
trans-eQTL.hs09	Zm00001d053433		trans-eQTL
trans-eQTL.hs09	Zm00001d034663		trans-eQTL
trans-eQTL.hs09	Zm00001d034594		trans-eQTL
trans-eQTL.hs09	Zm00001d006499		trans-eQTL
trans-eQTL.hs09	Zm00001d049082		trans-eQTL
trans-eQTL.hs09	Zm00001d020461		trans-eQTL
trans-eQTL.hs09	Zm00001d049786		trans-eQTL
trans-eQTL.hs09	Zm00001d018781		trans-eQTL
trans-eQTL.hs09	Zm00001d049650		trans-eQTL
trans-eQTL.hs09	Zm00001d012017		trans-eQTL
trans-eQTL.hs09	Zm00001d053189		trans-eQTL
trans-eQTL.hs09	Zm00001d052343		trans-eQTL
trans-eQTL.hs09	Zm00001d015912		trans-eQTL
trans-eQTL.hs09	Zm00001d032386		trans-eQTL
trans-eQTL.hs09	Zm00001d023939		trans-eQTL
trans-eQTL.hs09	Zm00001d032672		trans-eQTL
trans-eQTL.hs09	Zm00001d009205		trans-eQTL
trans-eQTL.hs09	Zm00001d048307		trans-eQTL
trans-eQTL.hs09	Zm00001d002880		trans-eQTL
trans-eQTL.hs09	Zm00001d049926		trans-eQTL
trans-eQTL.hs09	Zm00001d020852		trans-eQTL
trans-eQTL.hs09	Zm00001d017377		trans-eQTL
trans-eQTL.hs09	Zm00001d046467		trans-eQTL
trans-eQTL.hs09	Zm00001d022241		trans-eQTL
trans-eQTL.hs09	Zm00001d047053		trans-eQTL
trans-eQTL.hs09	Zm00001d048319		trans-eQTL
trans-eQTL.hs09	Zm00001d000116		trans-eQTL
trans-eQTL.hs09	Zm00001d047442		trans-eQTL
trans-eQTL.hs09	Zm00001d039727		trans-eQTL
trans-eQTL.hs09	Zm00001d040169		trans-eQTL
trans-eQTL.hs09	Zm00001d003072		trans-eQTL
trans-eQTL.hs09	Zm00001d043136		trans-eQTL
trans-eQTL.hs09	Zm00001d008800		trans-eQTL
trans-eQTL.hs09	Zm00001d016811		trans-eQTL
trans-eQTL.hs09	Zm00001d051749		trans-eQTL
trans-eQTL.hs09	Zm00001d015249		trans-eQTL
trans-eQTL.hs09	Zm00001d021954		trans-eQTL
trans-eQTL.hs09	Zm00001d014816		trans-eQTL
trans-eQTL.hs09	Zm00001d010488		trans-eQTL
trans-eQTL.hs09	Zm00001d027903		trans-eQTL
trans-eQTL.hs09	Zm00001d046900		trans-eQTL
trans-eQTL.hs09	Zm00001d044445		trans-eQTL
trans-eQTL.hs09	Zm00001d041430		trans-eQTL
trans-eQTL.hs09	Zm00001d011833		trans-eQTL
trans-eQTL.hs09	Zm00001d023737		trans-eQTL
trans-eQTL.hs09	Zm00001d008726		trans-eQTL
trans-eQTL.hs09	Zm00001d054010		trans-eQTL
trans-eQTL.hs09	Zm00001d004894		trans-eQTL
trans-eQTL.hs09	Zm00001d004804		trans-eQTL
trans-eQTL.hs09	Zm00001d013743		trans-eQTL
trans-eQTL.hs09	Zm00001d011585		trans-eQTL
trans-eQTL.hs09	Zm00001d030069		trans-eQTL
trans-eQTL.hs09	Zm00001d051867		trans-eQTL
trans-eQTL.hs09	Zm00001d039656		trans-eQTL
trans-eQTL.hs09	Zm00001d045458		trans-eQTL
trans-eQTL.hs09	Zm00001d008187		trans-eQTL
trans-eQTL.hs09	Zm00001d020808		trans-eQTL
trans-eQTL.hs09	Zm00001d045540		trans-eQTL
trans-eQTL.hs09	Zm00001d039715		trans-eQTL
trans-eQTL.hs09	Zm00001d040731		trans-eQTL
trans-eQTL.hs09	Zm00001d005558		trans-eQTL
trans-eQTL.hs09	Zm00001d047329		trans-eQTL
trans-eQTL.hs09	Zm00001d023371		trans-eQTL
trans-eQTL.hs09	Zm00001d034283		trans-eQTL
trans-eQTL.hs09	Zm00001d042118		trans-eQTL
trans-eQTL.hs09	Zm00001d022302		trans-eQTL
trans-eQTL.hs09	Zm00001d048707		trans-eQTL
trans-eQTL.hs09	Zm00001d044929		trans-eQTL
trans-eQTL.hs09	Zm00001d034638		trans-eQTL
trans-eQTL.hs09	Zm00001d024835		trans-eQTL
trans-eQTL.hs09	Zm00001d011321		trans-eQTL
trans-eQTL.hs09	Zm00001d024687		trans-eQTL
trans-eQTL.hs09	Zm00001d011826		trans-eQTL
trans-eQTL.hs09	Zm00001d012049		trans-eQTL
trans-eQTL.hs09	Zm00001d021805		trans-eQTL
trans-eQTL.hs09	Zm00001d014762		trans-eQTL
trans-eQTL.hs09	Zm00001d012824		trans-eQTL
